,sensor [Auto],,,,
05/22/26 11:34:09.999,"60","1008","23.8","53.5",
05/22/26 11:34:14.992,"90","1008","23.8","53.6",
05/22/26 11:34:19.999,"60","1008","23.8","53.6",
05/22/26 11:34:25.000,"50","1008","23.8","53.6",
05/22/26 11:34:30.000,"70","1008","23.8","53.6",
05/22/26 11:34:34.994,"50","1008","23.8","53.5",
05/22/26 11:34:39.999,"50","1008","23.8","53.4",
05/22/26 11:34:44.999,"50","1008","23.8","53.4",
05/22/26 11:34:49.996,"60","1008","23.8","53.4",
05/22/26 11:34:54.999,"50","1008","23.8","53.5",
05/22/26 11:34:59.998,"50","1008","23.8","53.7",
05/22/26 11:35:05.000,"70","1008","23.8","53.7",
05/22/26 11:35:09.997,"60","1008","23.8","53.8",
05/22/26 11:35:14.998,"50","1008","23.8","53.6",
05/22/26 11:35:20.000,"50","1008","23.7","53.5",
05/22/26 11:35:24.996,"60","1008","23.7","53.6",
05/22/26 11:35:30.000,"30","1008","23.8","53.6",
05/22/26 11:35:34.992,"40","1008","23.8","53.6",
05/22/26 11:35:39.999,"40","1008","23.8","53.5",
05/22/26 11:35:45.000,"30","1008","23.8","53.3",
05/22/26 11:35:49.999,"50","1008","23.7","53.3",
05/22/26 11:35:55.001,"60","1008","23.8","53.5",
05/22/26 11:36:00.000,"80","1008","23.8","53.5",
05/22/26 11:36:04.999,"50","1008","23.8","53.6",
05/22/26 11:36:09.999,"70","1008","23.8","53.6",
05/22/26 11:36:14.999,"90","1008","23.8","53.7",
05/22/26 11:36:19.999,"90","1008","23.8","54.1",
05/22/26 11:36:25.000,"80","1008","23.8","54.1",
05/22/26 11:36:29.999,"60","1008","23.8","53.9",
05/22/26 11:36:34.994,"50","1008","23.8","53.7",
05/22/26 11:36:39.996,"70","1008","23.8","53.6",
05/22/26 11:36:44.995,"40","1008","23.8","53.4",
05/22/26 11:36:50.000,"30","1008","23.7","53.2",
05/22/26 11:36:55.000,"40","1008","23.7","53.5",
05/22/26 11:37:00.001,"30","1008","23.8","53.6",
05/22/26 11:37:04.996,"40","1008","23.8","53.6",
05/22/26 11:37:09.999,"40","1008","23.8","53.6",
05/22/26 11:37:15.000,"40","1008","23.8","53.6",
05/22/26 11:37:20.000,"40","1008","23.8","53.7",
05/22/26 11:37:24.993,"60","1008","23.8","53.6",
05/22/26 11:37:30.000,"50","1008","23.8","53.5",
05/22/26 11:37:35.000,"30","1008","23.8","53.5",
05/22/26 11:37:40.001,"30","1008","23.8","53.4",
05/22/26 11:37:45.001,"60","1008","23.8","53.4",
05/22/26 11:37:49.990,"60","1008","23.8","53.4",
05/22/26 11:37:55.001,"60","1007","23.8","53.5",
05/22/26 11:37:59.994,"40","1008","23.8","53.4",
05/22/26 11:38:05.001,"60","1008","23.8","53.6",
05/22/26 11:38:10.000,"60","1008","23.8","53.6",
05/22/26 11:38:15.001,"60","1008","23.8","53.4",
05/22/26 11:38:20.001,"50","1008","23.8","53.3",
05/22/26 11:38:25.000,"60","1008","23.8","53.2",
05/22/26 11:38:30.001,"70","1008","23.8","53.1",
05/22/26 11:38:34.995,"60","1008","23.8","53.1",
05/22/26 11:38:40.001,"70","1008","23.8","53.2",
05/22/26 11:38:45.000,"50","1008","23.8","53.2",
05/22/26 11:38:50.002,"40","1008","23.8","53.3",
05/22/26 11:38:55.001,"40","1008","23.8","53.2",
05/22/26 11:39:00.002,"50","1008","23.8","53.3",
05/22/26 11:39:05.002,"60","1008","23.8","53.4",
05/22/26 11:39:10.002,"80","1008","23.8","53.1",
05/22/26 11:39:15.000,"90","1008","23.8","53.2",
05/22/26 11:39:20.000,"70","1008","23.8","53.3",
05/22/26 11:39:24.997,"60","1008","23.8","53.2",
05/22/26 11:39:30.001,"60","1008","23.8","53.4",
05/22/26 11:39:35.001,"50","1008","23.8","53.2",
05/22/26 11:39:40.001,"60","1008","23.8","53.2",
05/22/26 11:39:45.001,"70","1008","23.8","53.3",
05/22/26 11:39:50.000,"50","1008","23.7","53",
05/22/26 11:39:55.002,"70","1007","23.7","53",
05/22/26 11:40:00.001,"70","1008","23.7","53",
05/22/26 11:40:05.002,"50","1008","23.7","52.9",
05/22/26 11:40:09.995,"60","1008","23.7","53.2",
05/22/26 11:40:15.001,"50","1008","23.8","53.3",
05/22/26 11:40:20.002,"60","1008","23.8","53.3",
05/22/26 11:40:25.001,"60","1008","23.8","53.2",
05/22/26 11:40:30.002,"60","1008","23.8","53.3",
05/22/26 11:40:35.001,"50","1008","23.8","53.4",
05/22/26 11:40:40.002,"60","1008","23.8","53.4",
05/22/26 11:40:45.002,"30","1008","23.8","53.4",
05/22/26 11:40:50.001,"30","1008","23.8","53.2",
05/22/26 11:40:55.001,"30","1008","23.8","53.2",
05/22/26 11:41:00.001,"20","1008","23.8","53.3",
05/22/26 11:41:05.003,"30","1008","23.8","53.3",
05/22/26 11:41:10.002,"40","1008","23.8","53.3",
05/22/26 11:41:15.001,"30","1008","23.8","53.5",
05/22/26 11:41:19.996,"50","1008","23.8","53.1",
05/22/26 11:41:25.003,"40","1008","23.8","53.6",
05/22/26 11:41:30.001,"40","1008","23.8","53.5",
05/22/26 11:41:35.001,"40","1008","23.8","53.4",
05/22/26 11:41:40.002,"50","1008","23.8","53.4",
05/22/26 11:41:45.003,"50","1008","23.8","53.3",
05/22/26 11:41:50.000,"40","1008","23.8","53.3",
05/22/26 11:41:55.002,"50","1007","23.8","53.3",
05/22/26 11:42:00.003,"50","1008","23.8","53.3",
05/22/26 11:42:04.994,"40","1008","23.8","53.5",
05/22/26 11:42:10.003,"40","1008","23.8","53.3",
05/22/26 11:42:15.004,"50","1008","23.8","53.1",
05/22/26 11:42:20.002,"40","1007","23.8","53.1",
05/22/26 11:42:25.002,"30","1008","23.8","53.1",
05/22/26 11:42:30.001,"20","1008","23.8","53.2",
05/22/26 11:42:35.004,"30","1008","23.8","53.2",
05/22/26 11:42:40.002,"40","1007","23.8","53.3",
05/22/26 11:42:45.002,"40","1008","23.8","53.4",
05/22/26 11:42:50.003,"70","1008","23.8","53.5",
05/22/26 11:42:55.001,"70","1008","23.8","53.5",
05/22/26 11:43:00.004,"80","1008","23.8","53.6",
05/22/26 11:43:05.000,"50","1008","23.9","53.5",
05/22/26 11:43:10.002,"60","1008","23.9","53.5",
05/22/26 11:43:15.003,"50","1008","23.9","53.5",
05/22/26 11:43:20.002,"40","1008","23.9","53.4",
05/22/26 11:43:25.002,"60","1008","23.8","53.3",
05/22/26 11:43:30.003,"50","1008","23.8","53.3",
05/22/26 11:43:35.004,"40","1008","23.9","53.3",
05/22/26 11:43:40.004,"60","1008","23.8","53.4",
05/22/26 11:43:45.003,"40","1008","23.9","53.4",
05/22/26 11:43:50.001,"50","1008","23.8","53.6",
05/22/26 11:43:55.003,"60","1008","23.8","53.9",
05/22/26 11:44:00.004,"80","1008","23.8","53.9",
05/22/26 11:44:04.999,"50","1008","23.8","53.4",
05/22/26 11:44:10.004,"50","1007","23.8","53.3",
05/22/26 11:44:15.003,"60","1008","23.8","53.3",
05/22/26 11:44:20.004,"50","1007","23.8","53.5",
05/22/26 11:44:25.005,"80","1008","23.8","53.5",
05/22/26 11:44:30.004,"70","1007","23.8","53.5",
05/22/26 11:44:35.004,"60","1007","23.8","53.5",
05/22/26 11:44:40.004,"50","1007","23.8","53.7",
05/22/26 11:44:45.005,"50","1007","23.8","53.5",
05/22/26 11:44:50.005,"50","1008","23.8","53.2",
05/22/26 11:44:55.004,"40","1007","23.8","52.9",
05/22/26 11:45:00.004,"60","1007","23.8","53.1",
05/22/26 11:45:05.005,"50","1007","23.9","53.1",
05/22/26 11:45:10.005,"30","1007","23.8","53.1",
05/22/26 11:45:15.005,"40","1007","23.8","53.1",
05/22/26 11:45:20.005,"40","1008","23.8","53",
05/22/26 11:45:25.004,"30","1007","23.8","53",
05/22/26 11:45:30.005,"30","1007","23.8","53",
05/22/26 11:45:35.005,"50","1008","23.8","53",
05/22/26 11:45:40.005,"30","1007","23.9","53",
05/22/26 11:45:45.004,"40","1007","23.8","53",
05/22/26 11:45:50.005,"20","1007","23.9","53",
05/22/26 11:45:55.005,"10","1007","23.8","53",
05/22/26 11:46:00.005,"60","1007","23.8","52.9",
05/22/26 11:46:05.005,"180","1007","23.8","52.9",
05/22/26 11:46:10.005,"630","1007","23.8","52.9",
05/22/26 11:46:15.005,"1410","1007","23.9","52.9",
05/22/26 11:46:20.005,"2480","1007","23.9","53.2",
05/22/26 11:46:25.005,"3780","1007","23.9","53",
05/22/26 11:46:30.006,"5210","1007","23.9","52.9",
05/22/26 11:46:35.005,"6800","1007","23.8","52.9",
05/22/26 11:46:40.005,"8410","1007","23.8","52.9",
05/22/26 11:46:45.006,"10050","1007","23.9","52.9",
05/22/26 11:46:50.006,"11650","1007","23.9","52.9",
05/22/26 11:46:55.006,"13380","1007","23.9","52.9",
05/22/26 11:47:00.006,"14900","1007","23.8","53",
05/22/26 11:47:05.006,"16390","1007","23.8","52.9",
05/22/26 11:47:10.005,"17830","1007","23.8","53",
05/22/26 11:47:15.005,"19210","1007","23.8","53.1",
05/22/26 11:47:20.006,"20450","1007","23.8","53.1",
05/22/26 11:47:25.006,"21750","1007","23.8","53.1",
05/22/26 11:47:30.006,"22920","1007","23.8","53.2",
05/22/26 11:47:35.006,"24150","1007","23.8","53.1",
05/22/26 11:47:40.006,"25110","1007","23.8","53.1",
05/22/26 11:47:45.006,"26330","1007","23.8","53.2",
05/22/26 11:47:50.007,"27270","1007","23.8","53.3",
05/22/26 11:47:55.006,"28380","1007","23.8","53.2",
05/22/26 11:48:00.007,"29280","1007","23.8","53.2",
05/22/26 11:48:05.007,"30330","1007","23.8","53.2",
05/22/26 11:48:10.006,"31280","1007","23.8","53.3",
05/22/26 11:48:15.007,"32130","1007","23.8","52.7",
05/22/26 11:48:20.007,"33160","1007","23.8","52.6",
05/22/26 11:48:25.007,"33900","1007","23.8","53",
05/22/26 11:48:30.007,"34810","1007","23.8","53.1",
05/22/26 11:48:35.006,"35830","1007","23.8","53.8",
05/22/26 11:48:40.007,"36720","1007","23.8","53.5",
05/22/26 11:48:45.007,"37440","1007","23.8","53.2",
05/22/26 11:48:50.007,"38140","1007","23.8","53.1",
05/22/26 11:48:55.007,"38750","1007","23.8","53.1",
05/22/26 11:49:00.007,"39510","1007","23.8","53.2",
05/22/26 11:49:05.007,"40380","1007","23.8","53.1",
05/22/26 11:49:10.007,"40990","1007","23.8","53.1",
05/22/26 11:49:15.007,"41690","1007","23.8","53.1",
05/22/26 11:49:20.007,"42410","1007","23.8","53",
05/22/26 11:49:25.007,"43080","1007","23.8","53.1",
05/22/26 11:49:30.007,"43720","1007","23.8","53.2",
05/22/26 11:49:35.007,"44680","1007","23.8","53.3",
05/22/26 11:49:40.008,"44980","1007","23.8","53.3",
05/22/26 11:49:45.008,"45660","1007","23.8","53.2",
05/22/26 11:49:50.008,"46130","1007","23.8","53.2",
05/22/26 11:49:55.008,"46550","1007","23.8","53.2",
05/22/26 11:50:00.008,"47030","1007","23.8","53.2",
05/22/26 11:50:05.008,"47780","1007","23.8","53.1",
05/22/26 11:50:10.008,"48210","1007","23.8","52.9",
05/22/26 11:50:15.008,"48710","1007","23.8","52.8",
05/22/26 11:50:20.008,"49210","1007","23.8","53.3",
05/22/26 11:50:25.008,"49500","1007","23.8","53.3",
05/22/26 11:50:30.008,"50230","1007","23.8","53.2",
05/22/26 11:50:35.008,"50750","1007","23.8","53.2",
05/22/26 11:50:40.008,"51450","1007","23.8","53.1",
05/22/26 11:50:45.008,"51570","1007","23.8","53",
05/22/26 11:50:50.008,"52330","1007","23.8","53.1",
05/22/26 11:50:55.008,"52810","1007","23.8","53.1",
05/22/26 11:51:00.008,"53240","1007","23.8","53.2",
05/22/26 11:51:05.009,"53610","1007","23.8","53.2",
05/22/26 11:51:10.008,"53900","1007","23.8","53.1",
05/22/26 11:51:15.008,"54530","1007","23.8","53",
05/22/26 11:51:20.008,"54650","1007","23.8","53.1",
05/22/26 11:51:25.009,"55220","1007","23.8","53.1",
05/22/26 11:51:30.008,"55660","1007","23.8","53.2",
05/22/26 11:51:35.008,"56050","1007","23.8","53.3",
05/22/26 11:51:40.008,"56370","1007","23.8","53.5",
05/22/26 11:51:45.009,"57090","1007","23.8","53",
05/22/26 11:51:50.009,"57160","1007","23.8","52.8",
05/22/26 11:51:55.009,"57690","1007","23.8","52.9",
05/22/26 11:52:00.009,"58280","1007","23.8","52.9",
05/22/26 11:52:05.009,"58490","1007","23.8","52.8",
05/22/26 11:52:10.009,"58490","1007","23.8","52.8",
05/22/26 11:52:15.009,"59100","1007","23.8","52.6",
05/22/26 11:52:20.010,"59510","1007","23.8","52.5",
05/22/26 11:52:25.009,"60120","1007","23.8","52.7",
05/22/26 11:52:30.010,"60260","1007","23.8","52.9",
05/22/26 11:52:35.009,"60900","1007","23.9","53.1",
05/22/26 11:52:40.010,"61330","1007","23.9","52.7",
05/22/26 11:52:45.010,"61120","1007","23.8","52.8",
05/22/26 11:52:50.010,"61470","1007","23.8","52.8",
05/22/26 11:52:55.010,"61900","1007","23.8","52.7",
05/22/26 11:53:00.009,"62330","1007","23.8","52.7",
05/22/26 11:53:05.009,"62540","1007","23.8","52.7",
05/22/26 11:53:10.009,"62470","1007","23.8","52.8",
05/22/26 11:53:15.010,"62610","1007","23.8","52.8",
05/22/26 11:53:20.009,"63060","1007","23.8","52.8",
05/22/26 11:53:25.009,"63280","1007","23.8","52.8",
05/22/26 11:53:30.009,"64020","1007","23.8","52.8",
05/22/26 11:53:35.010,"64320","1007","23.8","52.9",
05/22/26 11:53:40.011,"64240","1007","23.8","52.9",
05/22/26 11:53:45.010,"64390","1007","23.8","52.7",
05/22/26 11:53:50.010,"64470","1007","23.8","52.9",
05/22/26 11:53:55.011,"64760","1007","23.8","52.9",
05/22/26 11:54:00.011,"65140","1007","23.8","52.9",
05/22/26 11:54:05.010,"65300","1007","23.9","52.8",
05/22/26 11:54:10.010,"65840","1007","23.9","52.8",
05/22/26 11:54:15.011,"65840","1007","23.9","52.8",
05/22/26 11:54:20.011,"66380","1007","23.9","52.8",
05/22/26 11:54:25.010,"66230","1007","23.9","52.9",
05/22/26 11:54:30.011,"66460","1007","23.9","52.9",
05/22/26 11:54:35.010,"66930","1007","23.9","52.8",
05/22/26 11:54:40.011,"67240","1007","23.9","52.9",
05/22/26 11:54:45.010,"67470","1007","23.9","52.9",
05/22/26 11:54:50.011,"67390","1007","23.9","52.8",
05/22/26 11:54:55.010,"68120","1007","23.9","52.8",
05/22/26 11:55:00.011,"68200","1007","23.9","52.8",
05/22/26 11:55:05.011,"68360","1007","23.9","52.7",
05/22/26 11:55:10.011,"68530","1007","23.9","52.8",
05/22/26 11:55:15.011,"68850","1007","23.9","52.8",
05/22/26 11:55:20.011,"69420","1007","23.9","52.9",
05/22/26 11:55:25.011,"69420","1007","23.9","53.1",
05/22/26 11:55:30.012,"69500","1007","23.9","53",
05/22/26 11:55:35.011,"69340","1007","23.9","53.1",
05/22/26 11:55:40.011,"69250","1007","23.9","53",
05/22/26 11:55:45.012,"69820","1007","23.9","52.9",
05/22/26 11:55:50.011,"70820","1007","23.9","53",
05/22/26 11:55:55.012,"70650","1007","23.9","53.2",
05/22/26 11:56:00.012,"70400","1007","23.9","53.2",
05/22/26 11:56:05.012,"70400","1007","23.9","53.2",
05/22/26 11:56:10.012,"70900","1007","23.9","53.1",
05/22/26 11:56:15.011,"70990","1007","23.9","53",
05/22/26 11:56:20.012,"71330","1007","23.9","52.9",
05/22/26 11:56:25.012,"71490","1007","23.9","53.3",
05/22/26 11:56:30.012,"71660","1007","23.9","53.3",
05/22/26 11:56:35.012,"71750","1007","23.9","53.1",
05/22/26 11:56:40.012,"72080","1007","23.9","52.9",
05/22/26 11:56:45.012,"72500","1007","23.9","52.8",
05/22/26 11:56:50.012,"72590","1007","23.9","52.9",
05/22/26 11:56:55.012,"72590","1007","23.8","52.8",
05/22/26 11:57:00.013,"72760","1007","23.9","52.9",
05/22/26 11:57:05.013,"73200","1007","23.8","52.8",
05/22/26 11:57:10.012,"72760","1007","23.8","52.8",
05/22/26 11:57:15.012,"72850","1007","23.8","52.9",
05/22/26 11:57:20.013,"73290","1007","23.8","52.9",
05/22/26 11:57:25.013,"73200","1007","23.8","52.8",
05/22/26 11:57:30.012,"73020","1007","23.8","52.9",
05/22/26 11:57:35.013,"73640","1007","23.8","52.9",
05/22/26 11:57:40.013,"74000","1007","23.8","52.9",
05/22/26 11:57:45.013,"74090","1007","23.8","52.9",
05/22/26 11:57:50.013,"74440","1007","23.8","52.9",
05/22/26 11:57:55.013,"74170","1007","23.9","53",
05/22/26 11:58:00.013,"74350","1007","23.9","53.1",
05/22/26 11:58:05.013,"74260","1007","23.8","52.6",
05/22/26 11:58:10.013,"74700","1007","23.8","52.6",
05/22/26 11:58:15.013,"74530","1007","23.8","52.3",
05/22/26 11:58:20.013,"74970","1007","23.8","52.5",
05/22/26 11:58:25.014,"74790","1007","23.8","52.7",
05/22/26 11:58:30.014,"74970","1007","23.8","52.7",
05/22/26 11:58:35.014,"74790","1007","23.8","52.5",
05/22/26 11:58:40.013,"75320","1007","23.8","52.5",
05/22/26 11:58:45.013,"75690","1007","23.8","52.5",
05/22/26 11:58:50.013,"75500","1007","23.8","52.8",
05/22/26 11:58:55.014,"75410","1007","23.8","52.9",
05/22/26 11:59:00.013,"75690","1007","23.8","52.7",
05/22/26 11:59:05.005,"75320","1007","23.8","52.7",
05/22/26 11:59:10.008,"75590","1007","23.8","52.8",
05/22/26 11:59:15.013,"75690","1007","23.8","53",
05/22/26 11:59:20.009,"75970","1007","23.8","52.9",
05/22/26 11:59:25.009,"76430","1007","23.8","53",
05/22/26 11:59:30.013,"76430","1007","23.8","52.9",
05/22/26 11:59:35.002,"76520","1007","23.8","52.8",
05/22/26 11:59:40.011,"76990","1007","23.9","53",
05/22/26 11:59:45.013,"77170","1007","23.9","53.2",
05/22/26 11:59:50.013,"76990","1007","23.9","53",
05/22/26 11:59:55.012,"77350","1007","23.9","52.8",
05/22/26 12:00:00.012,"77080","1007","23.9","52.8",
05/22/26 12:00:05.007,"77540","1007","23.9","53.2",
05/22/26 12:00:10.008,"78000","1007","23.9","52.9",
05/22/26 12:00:15.001,"77630","1007","23.9","52.8",
05/22/26 12:00:20.013,"78090","1007","23.9","52.9",
05/22/26 12:00:25.014,"77910","1007","23.9","52.6",
05/22/26 12:00:30.012,"78180","1007","23.9","52.8",
05/22/26 12:00:35.010,"78280","1007","23.9","53.1",
05/22/26 12:00:40.012,"78090","1007","23.9","53.1",
05/22/26 12:00:45.005,"78460","1007","23.9","52.9",
05/22/26 12:00:50.005,"78180","1007","23.8","52.7",
05/22/26 12:00:55.002,"78180","1007","23.9","52.7",
05/22/26 12:01:00.015,"78370","1007","23.8","52.7",
05/22/26 12:01:05.014,"78650","1007","23.8","52.5",
05/22/26 12:01:10.011,"78750","1007","23.8","52.6",
05/22/26 12:01:15.006,"78560","1007","23.8","52.7",
05/22/26 12:01:20.004,"78650","1007","23.8","52.6",
05/22/26 12:01:25.014,"78560","1007","23.8","52.6",
05/22/26 12:01:30.000,"78940","1007","23.9","52.7",
05/22/26 12:01:35.005,"79040","1007","23.9","52.6",
05/22/26 12:01:40.002,"79430","1007","23.9","52.5",
05/22/26 12:01:45.012,"79620","1007","23.9","52.5",
05/22/26 12:01:50.015,"79910","1007","23.9","52.4",
05/22/26 12:01:55.011,"80400","1007","23.9","52.4",
05/22/26 12:02:00.015,"80010","1007","23.9","52.4",
05/22/26 12:02:05.009,"79820","1007","23.9","52.4",
05/22/26 12:02:10.008,"79910","1007","23.9","52.6",
05/22/26 12:02:15.014,"79820","1007","23.8","52.7",
05/22/26 12:02:20.007,"80490","1007","23.8","52.7",
05/22/26 12:02:25.014,"80400","1007","23.8","52.6",
05/22/26 12:02:30.004,"80490","1007","23.8","52.5",
05/22/26 12:02:35.007,"80490","1007","23.8","52.4",
05/22/26 12:02:40.002,"80690","1007","23.8","52.5",
05/22/26 12:02:45.005,"81270","1007","23.8","52.5",
05/22/26 12:02:50.012,"81080","1007","23.8","52.4",
05/22/26 12:02:55.004,"80790","1007","23.8","52.3",
05/22/26 12:03:00.009,"80880","1007","23.8","52.3",
05/22/26 12:03:05.011,"80980","1007","23.8","52.4",
05/22/26 12:03:10.016,"80590","1007","23.8","52.6",
05/22/26 12:03:15.002,"81170","1007","23.8","52.4",
05/22/26 12:03:20.015,"81270","1007","23.8","52.3",
05/22/26 12:03:25.014,"81370","1007","23.9","52.3",
05/22/26 12:03:30.009,"81970","1007","23.9","52.3",
05/22/26 12:03:35.014,"81660","1007","23.9","52.2",
05/22/26 12:03:40.001,"81460","1007","23.9","52.3",
05/22/26 12:03:45.004,"81560","1007","23.9","52.2",
05/22/26 12:03:50.012,"81660","1007","23.9","52.3",
05/22/26 12:03:55.005,"81660","1007","23.9","52.3",
05/22/26 12:04:00.002,"81760","1007","23.9","52.4",
05/22/26 12:04:05.004,"81860","1007","23.9","52.4",
05/22/26 12:04:10.013,"82270","1007","23.9","52.4",
05/22/26 12:04:15.008,"82170","1007","23.9","52.5",
05/22/26 12:04:20.008,"82470","1007","23.9","52.4",
05/22/26 12:04:25.002,"82980","1007","23.9","52.4",
05/22/26 12:04:30.003,"83190","1007","23.9","52.5",
05/22/26 12:04:35.015,"83080","1007","23.9","52.5",
05/22/26 12:04:40.015,"83290","1007","23.9","52.6",
05/22/26 12:04:45.009,"83600","1007","23.9","52.7",
05/22/26 12:04:50.014,"83490","1007","23.9","52.8",
05/22/26 12:04:55.002,"83090","1007","23.9","52.8",
05/22/26 12:05:00.014,"82470","1007","23.9","52.6",
05/22/26 12:05:05.013,"83180","1007","23.9","52.5",
05/22/26 12:05:10.009,"83390","1007","23.9","52.6",
05/22/26 12:05:15.015,"83180","1007","23.9","52.7",
05/22/26 12:05:20.015,"83590","1007","23.9","52.8",
05/22/26 12:05:25.002,"83390","1007","23.9","52.4",
05/22/26 12:05:30.002,"83490","1007","23.9","52.1",
05/22/26 12:05:35.015,"83490","1007","23.9","52.1",
05/22/26 12:05:40.002,"83490","1007","23.9","52.7",
05/22/26 12:05:45.008,"83690","1007","23.9","53",
05/22/26 12:05:50.011,"83900","1007","23.9","52.9",
05/22/26 12:05:55.016,"83690","1007","23.9","52.6",
05/22/26 12:06:00.012,"84000","1007","23.9","52.4",
05/22/26 12:06:05.016,"84100","1007","23.9","52.7",
05/22/26 12:06:10.009,"84300","1007","23.9","52.5",
05/22/26 12:06:15.003,"84300","1007","23.9","52.5",
05/22/26 12:06:20.015,"84410","1007","23.9","52.6",
05/22/26 12:06:25.010,"84410","1007","23.9","52.7",
05/22/26 12:06:30.008,"84810","1007","23.9","52.8",
05/22/26 12:06:35.008,"84510","1007","23.9","52.9",
05/22/26 12:06:40.007,"85130","1007","23.9","52.8",
05/22/26 12:06:45.004,"84920","1007","23.9","52.8",
05/22/26 12:06:50.015,"84920","1007","23.9","52.8",
05/22/26 12:06:55.017,"85550","1007","23.9","52.8",
05/22/26 12:07:00.017,"85550","1007","23.9","52.7",
05/22/26 12:07:05.009,"85020","1007","23.9","52.6",
05/22/26 12:07:10.013,"84810","1007","23.9","52.5",
05/22/26 12:07:15.017,"84510","1007","23.9","52.6",
05/22/26 12:07:20.018,"84410","1007","23.9","52.6",
05/22/26 12:07:25.008,"84710","1007","23.9","52.6",
05/22/26 12:07:30.007,"85020","1007","23.9","52.5",
05/22/26 12:07:35.008,"85020","1007","23.8","52.5",
05/22/26 12:07:40.007,"85660","1007","23.9","52.6",
05/22/26 12:07:45.015,"85550","1007","23.9","52.8",
05/22/26 12:07:50.012,"86090","1007","23.9","52.7",
05/22/26 12:07:55.010,"86090","1007","24","52.8",
05/22/26 12:08:00.008,"85870","1007","24","53.5",
05/22/26 12:08:05.007,"85870","1007","24","53.1",
05/22/26 12:08:10.003,"86090","1007","24","52.8",
05/22/26 12:08:15.006,"86400","1007","24","52.7",
05/22/26 12:08:20.007,"85660","1007","24","52.7",
05/22/26 12:08:25.016,"85980","1007","24","52.6",
05/22/26 12:08:30.011,"85660","1007","24","52.7",
05/22/26 12:08:35.016,"85870","1007","24","52.6",
05/22/26 12:08:40.008,"86090","1007","24","52.6",
05/22/26 12:08:45.010,"86510","1007","24","52.6",
05/22/26 12:08:50.005,"86720","1007","24","52.7",
05/22/26 12:08:55.005,"85980","1007","24","52.7",
05/22/26 12:09:00.019,"86620","1007","24","52.8",
05/22/26 12:09:05.008,"86940","1007","24","52.7",
05/22/26 12:09:10.008,"87040","1007","24","52.7",
05/22/26 12:09:15.003,"86940","1007","24","52.7",
05/22/26 12:09:20.007,"86940","1007","24","52.8",
05/22/26 12:09:25.019,"86830","1007","24","52.8",
05/22/26 12:09:30.007,"85870","1007","24","52.7",
05/22/26 12:09:35.014,"86400","1007","24","52.6",
05/22/26 12:09:40.018,"86510","1007","24","52.6",
05/22/26 12:09:45.010,"86400","1007","24","52.5",
05/22/26 12:09:50.006,"86940","1007","24","52.5",
05/22/26 12:09:55.010,"86830","1007","24","52.5",
05/22/26 12:10:00.009,"86720","1007","24","52.3",
05/22/26 12:10:05.004,"86620","1007","24","52.2",
05/22/26 12:10:10.019,"86400","1007","23.9","52.4",
05/22/26 12:10:15.014,"86720","1007","23.9","52.5",
05/22/26 12:10:20.019,"86720","1007","24","52.5",
05/22/26 12:10:25.014,"86940","1007","24","52.4",
05/22/26 12:10:30.018,"86940","1007","24","52.4",
05/22/26 12:10:35.014,"87040","1007","23.9","52.2",
05/22/26 12:10:40.007,"87040","1007","23.9","52.3",
05/22/26 12:10:45.007,"87150","1007","23.9","52.2",
05/22/26 12:10:50.016,"87250","1007","23.9","52.3",
05/22/26 12:10:55.019,"87250","1007","23.9","52.1",
05/22/26 12:11:00.019,"88100","1007","23.9","52",
05/22/26 12:11:05.004,"87360","1007","23.9","52.1",
05/22/26 12:11:10.016,"87470","1007","23.9","52.3",
05/22/26 12:11:15.008,"87470","1007","23.9","52.4",
05/22/26 12:11:20.009,"87680","1007","23.9","52.4",
05/22/26 12:11:25.005,"87470","1007","23.9","52.4",
05/22/26 12:11:30.017,"87790","1007","23.9","52.2",
05/22/26 12:11:35.019,"87570","1007","23.9","52.2",
05/22/26 12:11:40.004,"88100","1007","23.9","52.2",
05/22/26 12:11:45.005,"88100","1007","23.9","52.4",
05/22/26 12:11:50.005,"88210","1007","23.9","52.4",
05/22/26 12:11:55.012,"88210","1007","23.9","52.5",
05/22/26 12:12:00.015,"88100","1007","23.9","52.4",
05/22/26 12:12:05.014,"88320","1007","23.9","52.7",
05/22/26 12:12:10.011,"88210","1007","23.9","52.7",
05/22/26 12:12:15.009,"88880","1007","23.9","52.5",
05/22/26 12:12:20.010,"88660","1007","23.9","52.5",
05/22/26 12:12:25.015,"88880","1007","23.9","52.5",
05/22/26 12:12:30.015,"89110","1007","23.9","52.6",
05/22/26 12:12:35.015,"88210","1007","23.9","52.4",
05/22/26 12:12:40.011,"88320","1007","23.9","52.6",
05/22/26 12:12:45.009,"88320","1007","23.9","52.8",
05/22/26 12:12:50.010,"88320","1007","23.9","52.8",
05/22/26 12:12:55.007,"88660","1007","23.9","52.8",
05/22/26 12:13:00.019,"88880","1007","23.9","52.8",
05/22/26 12:13:05.017,"88430","1007","23.9","52.4",
05/22/26 12:13:10.018,"88320","1007","23.9","52.2",
05/22/26 12:13:15.015,"88320","1007","23.9","52.3",
05/22/26 12:13:20.016,"88990","1007","23.9","52.6",
05/22/26 12:13:25.017,"88430","1007","23.9","52.7",
05/22/26 12:13:30.015,"88100","1007","23.9","52.8",
05/22/26 12:13:35.008,"88550","1007","23.9","52.8",
05/22/26 12:13:40.019,"88660","1007","23.9","52.6",
