,sensor [Auto],,,,
07/10/26 15:19:52.546,"0","1005","25.8","59.3",
07/10/26 15:19:57.547,"0","1005","25.8","59.3",
07/10/26 15:20:02.546,"0","1005","25.8","59.3",
07/10/26 15:20:07.546,"0","1005","25.9","59.3",
07/10/26 15:20:12.547,"10","1005","25.9","59.3",
07/10/26 15:20:17.547,"20","1005","25.9","59.2",
07/10/26 15:20:22.547,"0","1005","25.9","59.2",
07/10/26 15:20:27.547,"0","1005","25.9","59.2",
07/10/26 15:20:32.546,"0","1005","25.9","59.2",
07/10/26 15:20:37.547,"0","1005","25.9","59.2",
07/10/26 15:20:42.547,"0","1005","25.9","59.2",
07/10/26 15:20:47.547,"0","1005","25.9","59.2",
07/10/26 15:20:52.547,"10","1005","25.9","59.2",
07/10/26 15:20:57.547,"10","1005","25.9","59.2",
07/10/26 15:21:02.547,"0","1005","25.9","59.2",
07/10/26 15:21:07.548,"0","1005","25.9","59.2",
07/10/26 15:21:12.547,"0","1005","25.9","59.2",
07/10/26 15:21:17.547,"0","1005","25.9","59.2",
07/10/26 15:21:22.547,"0","1005","25.9","59.2",
07/10/26 15:21:27.547,"0","1005","25.9","59.2",
07/10/26 15:21:32.548,"0","1005","25.9","59.2",
07/10/26 15:21:37.548,"0","1005","25.9","59.1",
07/10/26 15:21:42.547,"0","1005","25.9","59.1",
07/10/26 15:21:47.547,"0","1005","25.9","59.2",
07/10/26 15:21:52.548,"0","1005","25.9","59.1",
07/10/26 15:21:57.547,"10","1005","25.9","59.1",
07/10/26 15:22:02.548,"0","1005","25.9","59.1",
07/10/26 15:22:07.548,"0","1005","25.9","59.1",
07/10/26 15:22:12.547,"0","1005","25.9","59.1",
07/10/26 15:22:17.548,"0","1005","25.9","59.1",
07/10/26 15:22:22.548,"0","1005","25.9","59.1",
07/10/26 15:22:27.548,"0","1005","25.9","59.2",
07/10/26 15:22:32.548,"0","1005","25.9","59.2",
07/10/26 15:22:37.548,"0","1005","25.9","59.2",
07/10/26 15:22:42.548,"0","1005","25.9","59.2",
07/10/26 15:22:47.548,"0","1005","25.9","59.2",
07/10/26 15:22:52.548,"0","1005","25.9","59.2",
07/10/26 15:22:57.549,"0","1005","25.9","59.3",
07/10/26 15:23:02.548,"0","1005","25.9","59.6",
07/10/26 15:23:07.548,"0","1005","25.8","59.3",
07/10/26 15:23:12.548,"0","1005","25.8","59.2",
07/10/26 15:23:17.548,"0","1005","25.9","59.2",
07/10/26 15:23:22.548,"0","1005","25.9","59.2",
07/10/26 15:23:27.548,"0","1005","25.9","59.2",
07/10/26 15:23:32.548,"0","1005","25.9","59.2",
07/10/26 15:23:37.548,"0","1005","25.9","59.1",
07/10/26 15:23:42.548,"0","1005","25.9","59.1",
07/10/26 15:23:47.549,"0","1005","25.9","59.2",
07/10/26 15:23:52.548,"0","1005","25.9","59.2",
07/10/26 15:23:57.548,"0","1005","25.8","59.2",
07/10/26 15:24:02.549,"0","1005","25.9","59.2",
07/10/26 15:24:07.549,"0","1005","25.9","59.2",
07/10/26 15:24:12.549,"0","1005","25.9","59.2",
07/10/26 15:24:17.549,"0","1005","25.9","59.2",
07/10/26 15:24:22.550,"0","1005","25.9","59.2",
07/10/26 15:24:27.549,"0","1005","25.9","59.2",
07/10/26 15:24:32.550,"0","1005","25.9","59.1",
07/10/26 15:24:37.549,"20","1005","25.9","59.2",
07/10/26 15:24:42.549,"0","1005","25.9","59.2",
07/10/26 15:24:47.550,"0","1005","25.8","59.3",
07/10/26 15:24:52.549,"0","1005","25.9","59.3",
07/10/26 15:24:57.550,"0","1005","25.8","59.3",
07/10/26 15:25:02.549,"0","1005","25.9","59.3",
07/10/26 15:25:07.549,"0","1005","25.9","59.3",
07/10/26 15:25:12.549,"0","1005","25.9","59.2",
07/10/26 15:25:17.549,"0","1005","25.9","59.2",
07/10/26 15:25:22.549,"10","1005","25.9","59.3",
07/10/26 15:25:27.550,"0","1005","25.8","59.3",
07/10/26 15:25:32.550,"0","1005","25.9","59.3",
07/10/26 15:25:37.550,"0","1005","25.8","59.3",
07/10/26 15:25:42.550,"0","1005","25.8","59.3",
07/10/26 15:25:47.550,"0","1005","25.9","59.3",
07/10/26 15:25:52.550,"0","1005","25.8","59.2",
07/10/26 15:25:57.549,"0","1005","25.9","59.2",
07/10/26 15:26:02.550,"0","1005","25.9","59.1",
07/10/26 15:26:07.550,"0","1005","25.9","59.2",
07/10/26 15:26:12.550,"0","1005","25.9","59.2",
07/10/26 15:26:17.550,"20","1005","25.8","59.2",
07/10/26 15:26:22.550,"0","1005","25.9","59.2",
07/10/26 15:26:27.550,"0","1005","25.8","59.2",
07/10/26 15:26:32.550,"10","1005","25.8","59.2",
07/10/26 15:26:37.550,"10","1005","25.9","59.2",
07/10/26 15:26:42.550,"0","1005","25.9","59.2",
07/10/26 15:26:47.550,"0","1005","25.9","59.2",
07/10/26 15:26:52.551,"0","1005","25.9","59.2",
07/10/26 15:26:57.551,"0","1005","25.9","59.2",
07/10/26 15:27:02.550,"10","1005","25.8","59.3",
07/10/26 15:27:07.551,"0","1005","25.8","59.3",
07/10/26 15:27:12.550,"0","1005","25.9","59.3",
07/10/26 15:27:17.551,"0","1005","25.9","59.3",
07/10/26 15:27:22.551,"0","1005","25.9","59.3",
07/10/26 15:27:27.551,"0","1005","25.8","59.3",
07/10/26 15:27:32.551,"0","1005","25.9","59.8",
07/10/26 15:27:37.550,"0","1005","25.9","59.6",
07/10/26 15:27:42.550,"0","1005","25.9","59.5",
07/10/26 15:27:47.550,"10","1005","25.9","59.5",
07/10/26 15:27:52.551,"10","1005","25.9","59.5",
07/10/26 15:27:57.550,"10","1005","25.9","59.4",
07/10/26 15:28:02.550,"90","1005","25.9","59.4",
07/10/26 15:28:07.551,"180","1005","25.9","59.3",
07/10/26 15:28:12.550,"350","1005","25.9","59.3",
07/10/26 15:28:17.551,"570","1005","25.9","59.3",
07/10/26 15:28:22.545,"820","1005","25.9","59.2",
07/10/26 15:28:27.546,"1090","1005","25.9","59.3",
07/10/26 15:28:32.551,"1360","1005","25.9","59.3",
07/10/26 15:28:37.543,"1710","1005","25.9","59.3",
07/10/26 15:28:42.551,"2070","1005","25.9","59.3",
07/10/26 15:28:47.547,"2430","1005","25.9","59.3",
07/10/26 15:28:52.551,"2870","1005","25.9","59.3",
07/10/26 15:28:57.549,"3290","1005","25.9","59.3",
07/10/26 15:29:02.553,"3700","1005","25.9","59.3",
07/10/26 15:29:07.548,"4170","1005","25.9","59.3",
07/10/26 15:29:12.551,"4640","1005","25.9","59.2",
07/10/26 15:29:17.550,"5120","1005","25.9","59.3",
07/10/26 15:29:22.539,"5610","1005","25.9","59.3",
07/10/26 15:29:27.551,"6070","1005","25.9","59.3",
07/10/26 15:29:32.553,"6520","1005","25.9","59.3",
07/10/26 15:29:37.548,"6940","1005","25.9","59.2",
07/10/26 15:29:42.551,"7490","1005","25.9","59.1",
07/10/26 15:29:47.551,"7950","1005","25.9","59.1",
07/10/26 15:29:52.549,"8470","1005","25.9","59.1",
07/10/26 15:29:57.548,"8950","1005","25.9","59.1",
07/10/26 15:30:02.546,"9540","1005","25.9","59.1",
07/10/26 15:30:07.538,"10070","1005","25.9","59.1",
07/10/26 15:30:12.545,"10570","1005","25.9","59.1",
07/10/26 15:30:17.550,"11080","1005","25.9","59.1",
07/10/26 15:30:22.553,"11610","1005","25.9","59.1",
07/10/26 15:30:27.553,"12200","1005","25.9","59.1",
07/10/26 15:30:32.543,"12710","1005","25.9","59",
07/10/26 15:30:37.538,"13170","1005","25.9","59.1",
07/10/26 15:30:42.549,"13810","1005","25.9","59.2",
07/10/26 15:30:47.540,"14430","1005","25.9","59.2",
07/10/26 15:30:52.551,"14950","1005","25.9","59.1",
07/10/26 15:30:57.538,"15550","1005","25.9","59.1",
07/10/26 15:31:02.540,"16090","1005","25.9","59",
07/10/26 15:31:07.543,"16690","1005","25.9","59",
07/10/26 15:31:12.543,"17060","1005","25.9","59.1",
07/10/26 15:31:17.538,"17660","1005","25.9","59.1",
07/10/26 15:31:22.553,"18150","1005","25.9","59",
07/10/26 15:31:27.540,"18700","1005","25.9","59.1",
07/10/26 15:31:32.541,"19250","1005","25.9","59.1",
07/10/26 15:31:37.549,"19830","1005","25.9","59",
07/10/26 15:31:42.550,"20250","1005","25.9","59",
07/10/26 15:31:47.542,"20790","1005","25.9","59.1",
07/10/26 15:31:52.549,"21390","1005","25.9","59.1",
07/10/26 15:31:57.540,"21970","1005","25.9","59",
07/10/26 15:32:02.540,"22540","1005","25.9","59",
07/10/26 15:32:07.553,"23000","1005","25.9","59",
07/10/26 15:32:12.546,"23440","1005","25.9","59",
07/10/26 15:32:17.553,"24010","1005","25.9","59",
07/10/26 15:32:22.542,"24470","1005","26","58.9",
07/10/26 15:32:27.548,"25010","1005","25.9","58.9",
07/10/26 15:32:32.553,"25600","1005","25.9","59",
07/10/26 15:32:37.544,"26270","1005","25.9","59",
07/10/26 15:32:42.548,"26650","1005","25.9","58.9",
07/10/26 15:32:47.544,"27310","1005","25.9","58.9",
07/10/26 15:32:52.552,"28010","1005","25.9","58.9",
07/10/26 15:32:57.544,"28350","1005","25.9","58.9",
07/10/26 15:33:02.539,"28900","1005","25.9","58.9",
07/10/26 15:33:07.548,"29350","1005","25.9","59",
07/10/26 15:33:12.539,"30020","1005","25.9","59",
07/10/26 15:33:17.541,"30520","1005","25.9","59",
07/10/26 15:33:22.540,"30850","1005","25.9","59",
07/10/26 15:33:27.543,"31360","1005","25.9","59",
07/10/26 15:33:32.553,"32020","1005","25.9","59",
07/10/26 15:33:37.550,"32510","1005","25.9","58.9",
07/10/26 15:33:42.546,"33100","1005","25.9","58.9",
07/10/26 15:33:47.552,"33490","1005","25.9","58.9",
07/10/26 15:33:52.542,"34040","1005","25.9","59",
07/10/26 15:33:57.548,"34310","1005","25.9","59",
07/10/26 15:34:02.552,"34790","1005","25.9","58.9",
07/10/26 15:34:07.545,"35320","1005","25.9","58.9",
07/10/26 15:34:12.547,"35810","1005","25.9","58.9",
07/10/26 15:34:17.550,"36300","1005","25.9","58.9",
07/10/26 15:34:22.541,"36760","1005","26","58.9",
07/10/26 15:34:27.550,"37360","1005","25.9","58.9",
07/10/26 15:34:32.549,"37830","1005","25.9","58.9",
07/10/26 15:34:37.540,"38230","1005","25.9","58.9",
07/10/26 15:34:42.548,"38630","1005","25.9","58.9",
07/10/26 15:34:47.551,"38890","1005","25.9","59",
07/10/26 15:34:52.541,"39470","1005","25.9","59",
07/10/26 15:34:57.551,"39970","1005","25.9","59",
07/10/26 15:35:02.554,"40650","1005","25.9","59",
07/10/26 15:35:07.554,"41080","1005","26","59",
07/10/26 15:35:12.555,"41500","1005","25.9","59",
07/10/26 15:35:17.554,"41880","1005","25.9","59",
07/10/26 15:35:22.554,"42210","1005","25.9","59",
07/10/26 15:35:27.554,"42840","1005","25.9","59",
07/10/26 15:35:32.554,"43430","1005","26","59.4",
07/10/26 15:35:37.554,"43470","1005","25.9","59.3",
07/10/26 15:35:42.555,"43820","1005","25.9","59.2",
07/10/26 15:35:47.555,"44130","1005","25.9","59.1",
07/10/26 15:35:52.554,"44730","1005","25.9","59.1",
07/10/26 15:35:57.554,"45390","1005","25.9","59",
07/10/26 15:36:02.554,"45860","1005","26","59",
07/10/26 15:36:07.555,"46490","1005","26","58.9",
07/10/26 15:36:12.555,"46750","1005","25.9","59",
07/10/26 15:36:17.555,"47390","1005","25.9","59",
07/10/26 15:36:22.555,"48040","1005","25.9","59",
07/10/26 15:36:27.555,"48250","1005","25.9","59",
07/10/26 15:36:32.554,"48800","1005","25.9","59",
07/10/26 15:36:37.555,"49090","1005","26","58.9",
07/10/26 15:36:42.555,"49640","1005","26","58.9",
07/10/26 15:36:47.555,"49770","1005","25.9","58.9",
07/10/26 15:36:52.555,"50320","1005","25.9","59",
07/10/26 15:36:57.556,"50720","1005","25.9","59",
07/10/26 15:37:02.555,"51070","1005","25.9","59",
07/10/26 15:37:07.555,"51720","1005","25.9","59",
07/10/26 15:37:12.555,"52420","1005","25.9","59",
07/10/26 15:37:17.555,"52600","1005","25.9","59",
07/10/26 15:37:22.555,"52840","1005","25.9","59",
07/10/26 15:37:27.555,"53150","1005","25.9","59",
07/10/26 15:37:32.555,"53630","1005","25.9","59",
07/10/26 15:37:37.555,"54060","1005","25.9","59",
07/10/26 15:37:42.556,"54740","1005","25.9","59",
07/10/26 15:37:47.556,"55180","1005","25.9","59",
07/10/26 15:37:52.556,"55440","1005","25.9","59",
07/10/26 15:37:57.555,"56010","1005","25.9","59",
07/10/26 15:38:02.555,"56650","1005","25.9","59",
07/10/26 15:38:07.555,"56520","1005","25.9","59",
07/10/26 15:38:12.556,"57170","1005","25.9","59",
07/10/26 15:38:17.555,"57830","1005","25.9","59",
07/10/26 15:38:22.556,"58020","1005","25.9","59",
07/10/26 15:38:27.555,"58220","1005","26","58.9",
07/10/26 15:38:32.556,"58490","1005","26","58.9",
07/10/26 15:38:37.556,"58690","1005","25.9","58.9",
07/10/26 15:38:42.556,"59240","1005","26","58.9",
07/10/26 15:38:47.556,"59510","1005","25.9","58.9",
07/10/26 15:38:52.555,"59920","1005","26","58.9",
07/10/26 15:38:57.556,"60120","1005","26","58.9",
07/10/26 15:39:02.556,"60820","1005","26","58.9",
07/10/26 15:39:07.556,"61030","1005","26","59",
07/10/26 15:39:12.556,"61460","1005","26","59",
07/10/26 15:39:17.556,"61750","1005","26","58.9",
07/10/26 15:39:22.557,"62310","1005","26","59",
07/10/26 15:39:27.556,"62100","1005","26","58.9",
07/10/26 15:39:32.556,"62670","1005","26","59",
07/10/26 15:39:37.556,"62960","1005","26","59",
07/10/26 15:39:42.556,"63480","1005","26","59",
07/10/26 15:39:47.556,"63780","1005","26","58.9",
07/10/26 15:39:52.556,"64370","1005","26","58.9",
07/10/26 15:39:57.556,"64970","1005","26","58.9",
07/10/26 15:40:02.557,"65190","1005","26","58.9",
07/10/26 15:40:07.556,"65270","1005","26","58.9",
07/10/26 15:40:12.556,"65880","1005","26","58.9",
07/10/26 15:40:17.556,"66190","1005","26","58.9",
07/10/26 15:40:22.557,"66660","1005","26","58.9",
07/10/26 15:40:27.557,"66510","1005","26","58.9",
07/10/26 15:40:32.557,"66970","1005","26","58.9",
07/10/26 15:40:37.557,"67280","1005","26","58.9",
07/10/26 15:40:42.557,"67280","1005","26","58.9",
07/10/26 15:40:47.557,"67830","1005","25.9","59",
07/10/26 15:40:52.557,"68470","1005","26","58.9",
07/10/26 15:40:57.556,"68710","1005","26","58.9",
07/10/26 15:41:02.557,"69120","1005","26","58.9",
07/10/26 15:41:07.557,"69600","1005","26","58.9",
07/10/26 15:41:12.557,"69920","1005","25.9","58.9",
07/10/26 15:41:17.557,"69760","1005","26","58.9",
07/10/26 15:41:22.557,"70240","1005","25.9","59",
07/10/26 15:41:27.557,"70580","1005","25.9","59",
07/10/26 15:41:32.557,"71420","1005","26","59",
07/10/26 15:41:37.557,"71750","1005","26","58.9",
07/10/26 15:41:42.557,"71420","1005","26","58.9",
07/10/26 15:41:47.557,"71590","1005","26","58.9",
07/10/26 15:41:52.557,"71760","1005","26","58.9",
07/10/26 15:41:57.558,"72170","1005","26","58.9",
07/10/26 15:42:02.557,"72260","1005","26","58.9",
07/10/26 15:42:07.557,"72520","1005","26","59",
07/10/26 15:42:12.557,"73110","1005","26","59",
07/10/26 15:42:17.557,"73200","1005","26","59",
07/10/26 15:42:22.557,"73900","1005","26","59",
07/10/26 15:42:27.557,"74350","1005","26","59",
07/10/26 15:42:32.558,"74350","1005","26","59",
07/10/26 15:42:37.557,"74350","1005","25.9","59.1",
07/10/26 15:42:42.558,"74880","1005","25.9","59",
07/10/26 15:42:47.558,"74960","1005","25.9","59",
07/10/26 15:42:52.558,"75140","1005","26","59",
07/10/26 15:42:57.558,"75490","1005","26","59",
07/10/26 15:43:02.558,"75760","1005","26","59",
07/10/26 15:43:07.558,"76410","1005","26","59",
07/10/26 15:43:12.558,"76870","1005","26","59",
07/10/26 15:43:17.558,"77140","1005","26","59",
07/10/26 15:43:22.558,"77510","1005","26","59",
07/10/26 15:43:27.558,"77880","1005","26","59",
07/10/26 15:43:32.558,"78330","1005","26","59",
07/10/26 15:43:37.558,"78250","1005","26","59",
07/10/26 15:43:42.558,"78060","1005","26","59",
07/10/26 15:43:47.558,"78620","1005","26","59",
07/10/26 15:43:52.558,"78620","1005","26","59",
07/10/26 15:43:57.558,"79000","1005","26","59",
07/10/26 15:44:02.558,"79480","1005","26","59",
07/10/26 15:44:07.558,"79770","1005","26","59",
07/10/26 15:44:12.559,"80540","1005","26","58.9",
07/10/26 15:44:17.558,"80540","1005","26","58.9",
07/10/26 15:44:22.558,"80930","1005","26","59",
07/10/26 15:44:27.558,"80730","1005","26","59",
07/10/26 15:44:32.559,"80830","1005","26","59",
07/10/26 15:44:37.559,"81220","1005","26","59",
07/10/26 15:44:42.559,"81320","1005","26","59",
07/10/26 15:44:47.558,"82000","1005","25.9","59",
07/10/26 15:44:52.559,"82500","1005","25.9","59",
07/10/26 15:44:57.558,"82500","1005","25.9","59",
07/10/26 15:45:02.558,"83010","1005","25.9","59",
07/10/26 15:45:07.558,"83210","1005","25.9","59",
07/10/26 15:45:12.558,"83210","1005","25.9","59.1",
07/10/26 15:45:17.558,"83420","1005","25.9","59.1",
07/10/26 15:45:22.559,"84220","1005","25.9","59.1",
07/10/26 15:45:27.559,"83720","1005","25.9","59.1",
07/10/26 15:45:32.559,"83420","1005","25.9","59.1",
07/10/26 15:45:37.559,"84120","1005","25.9","59.1",
07/10/26 15:45:42.559,"84120","1005","26","59",
07/10/26 15:45:47.559,"84320","1005","26","59.1",
07/10/26 15:45:52.559,"84320","1005","26","59",
07/10/26 15:45:57.559,"85140","1005","26","59",
07/10/26 15:46:02.559,"85350","1005","26","59",
07/10/26 15:46:07.559,"85560","1005","26","59",
07/10/26 15:46:12.560,"86190","1005","26","58.9",
07/10/26 15:46:17.560,"86720","1005","26","58.9",
07/10/26 15:46:22.559,"86930","1005","26","58.9",
07/10/26 15:46:27.559,"87150","1005","26","59",
07/10/26 15:46:32.559,"86730","1005","26","59",
07/10/26 15:46:37.560,"86940","1005","26","59",
07/10/26 15:46:42.559,"87260","1005","26","58.9",
07/10/26 15:46:47.559,"87680","1005","26","59",
07/10/26 15:46:52.560,"87680","1005","26","59",
07/10/26 15:46:57.560,"87790","1005","26","59",
07/10/26 15:47:02.560,"88000","1005","26","59",
07/10/26 15:47:07.559,"88530","1005","26","59",
07/10/26 15:47:12.560,"88640","1005","26","59",
07/10/26 15:47:17.560,"88750","1005","26","59",
07/10/26 15:47:22.559,"89980","1005","26","59",
07/10/26 15:47:27.559,"90090","1005","26","59",
07/10/26 15:47:32.560,"90200","1005","26","59",
07/10/26 15:47:37.560,"90200","1005","26","59",
07/10/26 15:47:42.560,"89980","1005","26","58.9",
07/10/26 15:47:47.560,"90320","1005","26","58.9",
07/10/26 15:47:52.560,"90870","1005","26","59",
07/10/26 15:47:57.560,"90650","1005","26","59",
07/10/26 15:48:02.560,"90540","1005","26","59",
07/10/26 15:48:07.561,"90870","1005","26","59",
07/10/26 15:48:12.560,"91210","1005","26","59",
07/10/26 15:48:17.560,"91430","1005","26","59",
07/10/26 15:48:22.561,"91320","1005","26","59",
07/10/26 15:48:27.560,"92210","1005","26","59",
07/10/26 15:48:32.561,"91540","1005","25.9","59",
07/10/26 15:48:37.560,"91770","1005","26","59",
07/10/26 15:48:42.560,"92330","1005","26","59",
07/10/26 15:48:47.560,"92800","1005","26","59",
07/10/26 15:48:52.560,"92800","1005","26","58.9",
07/10/26 15:48:57.561,"92690","1005","26","58.9",
07/10/26 15:49:02.561,"92800","1005","26","58.9",
07/10/26 15:49:07.560,"93040","1005","26","59",
07/10/26 15:49:12.561,"93040","1005","26","58.9",
07/10/26 15:49:17.561,"93390","1005","26","59",
07/10/26 15:49:22.561,"94320","1005","26","59",
07/10/26 15:49:27.560,"95020","1005","26","59",
07/10/26 15:49:32.560,"94900","1005","26","59",
07/10/26 15:49:37.560,"95130","1005","26","59",
07/10/26 15:49:42.561,"94910","1005","26","59",
07/10/26 15:49:47.561,"94670","1005","25.9","59.1",
07/10/26 15:49:52.561,"95140","1005","26","59",
07/10/26 15:49:57.561,"95490","1005","26","59",
07/10/26 15:50:02.561,"95370","1005","26","59",
07/10/26 15:50:07.561,"95370","1005","26","59",
07/10/26 15:50:12.561,"95600","1005","26","59",
07/10/26 15:50:17.561,"96090","1005","26","59",
07/10/26 15:50:22.561,"96580","1005","26","59",
07/10/26 15:50:27.561,"96340","1005","26","59",
07/10/26 15:50:32.561,"96700","1005","26","59",
07/10/26 15:50:37.561,"96330","1005","25.9","59",
07/10/26 15:50:42.562,"97190","1005","25.9","59.1",
07/10/26 15:50:47.561,"97930","1005","25.9","59.1",
07/10/26 15:50:52.562,"98180","1005","25.9","59",
07/10/26 15:50:57.561,"98180","1005","25.9","59.1",
07/10/26 15:51:02.561,"98300","1005","26","59",
07/10/26 15:51:07.562,"98060","1005","26","59",
07/10/26 15:51:12.561,"98060","1005","26","58.9",
07/10/26 15:51:17.561,"98300","1005","26","59",
07/10/26 15:51:22.562,"97820","1005","26","59",
07/10/26 15:51:27.562,"97940","1005","26","59",
07/10/26 15:51:32.562,"98310","1005","26","59",
07/10/26 15:51:37.561,"99040","1005","26","59",
07/10/26 15:51:42.562,"99040","1005","26","59",
07/10/26 15:51:47.562,"99410","1005","26","58.9",
07/10/26 15:51:52.561,"99660","1005","26","58.9",
07/10/26 15:51:57.562,"99920","1005","26","58.9",
07/10/26 15:52:02.562,"99920","1005","26","58.9",
07/10/26 15:52:07.562,"100040","1005","26","58.9",
07/10/26 15:52:12.562,"99790","1005","26","58.9",
07/10/26 15:52:17.562,"100430","1005","26","58.9",
07/10/26 15:52:22.562,"100430","1005","26","58.9",
07/10/26 15:52:27.562,"100430","1005","26","58.8",
07/10/26 15:52:32.562,"100950","1005","26","58.8",
07/10/26 15:52:37.562,"101340","1005","26","58.9",
07/10/26 15:52:42.562,"101210","1005","26","58.9",
07/10/26 15:52:47.562,"101340","1005","26","58.9",
07/10/26 15:52:52.562,"101340","1005","26","58.9",
07/10/26 15:52:57.562,"101340","1005","26","58.8",
07/10/26 15:53:02.562,"101460","1005","26","58.9",
07/10/26 15:53:07.563,"102230","1005","25.9","58.9",
07/10/26 15:53:12.563,"102360","1005","25.9","59",
07/10/26 15:53:17.563,"102230","1005","25.9","59",
07/10/26 15:53:22.562,"102360","1005","25.9","59",
07/10/26 15:53:27.562,"102360","1005","25.9","59",
07/10/26 15:53:32.563,"102230","1005","26","59",
07/10/26 15:53:37.562,"103140","1005","26","58.9",
07/10/26 15:53:42.562,"103010","1005","26","59",
07/10/26 15:53:47.563,"103400","1005","26","58.9",
07/10/26 15:53:52.563,"103520","1005","25.9","59",
07/10/26 15:53:57.563,"103400","1005","25.9","59",
07/10/26 15:54:02.563,"104050","1005","25.9","59",
07/10/26 15:54:07.563,"103520","1005","26","59",
07/10/26 15:54:12.563,"104330","1005","26","58.9",
07/10/26 15:54:17.563,"104460","1005","25.9","59",
07/10/26 15:54:22.563,"104330","1005","25.9","59",
07/10/26 15:54:27.563,"104600","1005","26","59",
07/10/26 15:54:32.563,"104870","1005","26","59",
07/10/26 15:54:37.563,"105280","1005","26","58.9",
07/10/26 15:54:42.563,"104870","1005","26","58.9",
07/10/26 15:54:47.563,"105280","1005","26","58.9",
07/10/26 15:54:52.563,"105820","1005","26","58.9",
07/10/26 15:54:57.563,"105140","1005","25.9","59",
07/10/26 15:55:02.563,"105680","1005","25.9","59",
07/10/26 15:55:07.563,"105680","1005","25.9","59",
07/10/26 15:55:12.563,"105960","1005","25.9","59",
07/10/26 15:55:17.563,"105960","1005","25.9","59",
07/10/26 15:55:22.563,"106500","1005","25.9","59",
07/10/26 15:55:27.563,"106230","1005","25.9","59",
07/10/26 15:55:32.563,"106090","1005","25.9","59.1",
07/10/26 15:55:37.564,"106090","1005","25.9","59",
07/10/26 15:55:42.563,"106770","1005","25.9","59",
07/10/26 15:55:47.563,"106910","1005","25.9","59",
07/10/26 15:55:52.564,"106500","1005","25.9","59",
07/10/26 15:55:57.564,"106230","1005","25.9","59",
07/10/26 15:56:02.563,"106770","1005","25.9","59",
07/10/26 15:56:07.564,"106910","1005","25.9","59",
07/10/26 15:56:12.564,"107050","1005","25.9","59",
07/10/26 15:56:17.564,"107050","1005","25.9","59",
07/10/26 15:56:22.564,"107050","1005","25.9","59",
07/10/26 15:56:27.563,"107450","1005","25.9","59",
07/10/26 15:56:32.564,"108130","1005","25.9","59",
07/10/26 15:56:37.564,"108130","1005","25.9","59",
07/10/26 15:56:42.564,"107860","1005","25.9","59",
07/10/26 15:56:47.564,"107590","1005","26","59",
07/10/26 15:56:52.564,"107990","1005","26","58.9",
07/10/26 15:56:57.564,"107990","1005","25.9","58.9",
07/10/26 15:57:02.564,"107450","1005","25.9","58.9",
07/10/26 15:57:07.564,"107450","1005","26","58.9",
07/10/26 15:57:12.564,"107450","1005","26","58.9",
07/10/26 15:57:17.564,"108560","1005","25.9","59",
07/10/26 15:57:22.565,"109130","1005","26","58.9",
07/10/26 15:57:27.564,"108990","1005","26","58.9",
07/10/26 15:57:32.565,"109270","1005","26","58.9",
07/10/26 15:57:37.565,"109410","1005","26","58.9",
07/10/26 15:57:42.564,"109270","1005","26","58.9",
07/10/26 15:57:47.564,"109850","1005","26","58.9",
07/10/26 15:57:52.565,"109700","1005","26","58.9",
07/10/26 15:57:57.565,"109850","1005","26","58.9",
07/10/26 15:58:02.564,"110130","1005","26","58.9",
07/10/26 15:58:07.565,"109850","1005","26","58.9",
07/10/26 15:58:12.564,"109420","1005","26","58.9",
07/10/26 15:58:17.565,"110130","1005","26","58.9",
07/10/26 15:58:22.565,"110280","1005","26","58.9",
07/10/26 15:58:27.565,"109700","1005","26","58.9",
07/10/26 15:58:32.565,"110130","1005","26","58.8",
07/10/26 15:58:37.565,"110280","1005","26","58.8",
07/10/26 15:58:42.565,"110850","1005","26","58.8",
07/10/26 15:58:47.565,"111280","1005","26","58.8",
07/10/26 15:58:52.565,"111280","1005","26","58.8",
07/10/26 15:58:57.565,"111700","1005","26","58.8",
07/10/26 15:59:02.565,"111560","1005","26","58.8",
07/10/26 15:59:07.565,"112270","1005","26","58.9",
07/10/26 15:59:12.565,"112420","1005","26","58.9",
07/10/26 15:59:17.565,"112270","1005","26","58.8",
07/10/26 15:59:22.565,"112560","1005","26","58.8",
07/10/26 15:59:27.565,"113310","1005","26","58.8",
07/10/26 15:59:32.566,"112420","1005","26","58.8",
07/10/26 15:59:37.566,"112420","1005","26","58.8",
07/10/26 15:59:42.565,"111990","1005","26","58.8",
07/10/26 15:59:47.566,"111990","1005","26","58.8",
07/10/26 15:59:52.566,"111850","1005","26","58.8",
07/10/26 15:59:57.565,"111850","1005","26","58.8",
07/10/26 16:00:02.565,"112710","1005","26","58.8",
07/10/26 16:00:07.565,"112710","1005","26","58.8",
07/10/26 16:00:12.566,"113010","1005","26","58.8",
07/10/26 16:00:17.565,"112570","1005","26","58.8",
07/10/26 16:00:22.565,"112710","1005","26","58.8",
07/10/26 16:00:27.566,"113610","1005","26","58.8",
07/10/26 16:00:32.566,"113760","1005","26","58.8",
07/10/26 16:00:37.566,"113610","1005","26","58.8",
07/10/26 16:00:42.565,"113310","1005","26","58.7",
07/10/26 16:00:47.566,"113610","1005","26","58.7",
07/10/26 16:00:52.566,"113610","1005","26","58.8",
07/10/26 16:00:57.566,"113460","1005","26","58.7",
07/10/26 16:01:02.566,"113460","1005","26","58.7",
07/10/26 16:01:07.566,"113010","1005","26","58.7",
07/10/26 16:01:12.565,"113460","1005","26","58.7",
