Time,,Concentration
05/22/26 12:47:25.308,,96910
05/22/26 12:47:30.329,,96540
05/22/26 12:47:35.348,,96280
05/22/26 12:47:40.362,,95910
05/22/26 12:47:45.427,,95910
05/22/26 12:47:50.431,,96040
05/22/26 12:47:55.472,,96040
05/22/26 12:48:00.520,,95420
05/22/26 12:48:05.535,,95540
05/22/26 12:48:10.565,,96040
05/22/26 12:48:15.602,,95540
05/22/26 12:48:20.634,,95660
05/22/26 12:48:25.754,,95910
05/22/26 12:48:30.811,,95660
05/22/26 12:48:35.881,,95420
05/22/26 12:48:40.965,,95910
05/22/26 12:48:46.074,,95920
05/22/26 12:48:51.255,,96040
05/22/26 12:48:56.323,,96660
05/22/26 12:49:01.428,,96170
05/22/26 12:49:06.499,,95910
05/22/26 12:49:11.598,,95540
05/22/26 12:49:16.738,,95540
05/22/26 12:49:21.891,,95540
05/22/26 12:49:27.049,,95910
05/22/26 12:49:32.126,,95920
05/22/26 12:49:37.215,,96290
05/22/26 12:49:42.337,,96540
05/22/26 12:49:47.458,,96040
05/22/26 12:49:52.540,,95660
05/22/26 12:49:57.647,,95420
05/22/26 12:50:02.856,,95420
05/22/26 12:50:07.965,,95420
05/22/26 12:50:13.133,,95420
05/22/26 12:50:18.339,,95910
05/22/26 12:50:23.433,,95420
05/22/26 12:50:28.555,,95910
05/22/26 12:50:33.667,,96540
05/22/26 12:50:38.789,,96410
05/22/26 12:50:43.954,,96160
05/22/26 12:50:49.087,,96660
05/22/26 12:50:54.251,,96160
