,sensor [Auto],,,
07/17/26 15:41:18.162,0,1013,27.1,44.4
07/17/26 15:41:34.730,0,1013,27.1,44.6
07/17/26 15:41:52.276,10010,1013,27.1,44.7
07/17/26 15:42:10.503,78260,1013,27,44.6
07/17/26 15:42:27.597,119280,1013,27.1,44.4
07/17/26 15:42:45.224,130940,1013,27.1,44.2
07/17/26 15:43:03.406,135800,1013,27.1,44.2
07/17/26 15:43:21.796,135250,1013,27.1,44.2
07/17/26 15:43:40.015,134880,1013,27.1,44.2
07/17/26 15:43:58.394,135990,1013,27.1,44.3
07/17/26 15:44:16.739,136550,1013,27.1,44.3
07/17/26 15:44:35.015,136910,1013,27.1,44.3
07/17/26 15:44:53.795,135990,1013,27.1,44.4
07/17/26 15:45:12.529,137840,1013,27.1,44.5
07/17/26 15:45:31.155,136730,1013,27.1,44.5
07/17/26 15:45:49.890,135990,1013,27.1,44.4
07/17/26 15:46:08.419,136550,1013,27.1,44.5
07/17/26 15:46:27.134,137840,1013,27.1,44.5
07/17/26 15:46:45.851,137100,1013,27.2,44.4
07/17/26 15:47:04.549,136730,1013,27.1,44.6
07/17/26 15:47:23.473,138950,1013,27.1,44.7
07/17/26 15:47:42.533,140690,1013,27.1,44.7
07/17/26 15:48:01.322,138210,1013,27.1,44.6
07/17/26 15:48:20.212,138210,1013,27.1,44.6
07/17/26 15:48:39.074,139320,1013,27.1,44.6
07/17/26 15:48:58.007,141080,1013,27.1,44.8
07/17/26 15:49:17.072,140880,1013,27.1,44.6
07/17/26 15:49:36.112,139900,1013,27.1,44.5
07/17/26 15:49:55.255,141660,1013,27.2,44.5
07/17/26 15:50:13.629,144210,1013,27.2,44.4
07/17/26 15:50:27.941,144400,1013,27.2,44.5
07/17/26 15:50:42.761,144400,1013,27.2,44.4
07/17/26 15:50:58.215,144210,1013,27.2,44.4
07/17/26 15:51:14.186,143220,1013,27.2,44.3
07/17/26 15:51:30.814,144980,1013,27.2,44.5
07/17/26 15:51:48.177,143420,1013,27.2,44.4
07/17/26 15:52:06.625,143610,1013,27.1,44.6
07/17/26 15:52:26.164,143420,1013,27.1,44.5
07/17/26 15:52:45.748,145180,1013,27.1,44.5
07/17/26 15:53:05.445,144980,1013,27.2,44.5
07/17/26 15:53:25.076,144790,1013,27.2,44.4
07/17/26 15:53:44.841,143220,1013,27.2,44.3
07/17/26 15:54:04.605,144590,1013,27.2,44.4
07/17/26 15:54:24.479,146180,1013,27.2,44.3
07/17/26 15:54:44.386,146180,1013,27.2,44.4
07/17/26 15:55:04.297,144590,1013,27.2,44.3
07/17/26 15:55:24.581,143420,1013,27.2,44.4
07/17/26 15:55:44.596,144400,1013,27.2,44.7
07/17/26 15:56:04.641,144000,1013,27.2,44.6
07/17/26 15:56:24.683,145570,1013,27.2,44.4
07/17/26 15:56:44.855,145760,1013,27.2,44.3
07/17/26 15:57:04.958,144780,1013,27.2,44.2
07/17/26 15:57:25.227,144000,1013,27.2,44.2
07/17/26 15:57:45.452,146790,1013,27.2,44.2
07/17/26 15:58:05.729,145760,1013,27.2,44.2
07/17/26 15:58:26.184,145970,1013,27.2,44.2
07/17/26 15:58:46.604,143610,1013,27.2,44.2
07/17/26 15:59:07.929,145760,1013,27.2,44.2
07/17/26 15:59:24.862,146590,1013,27.2,44.3
07/17/26 15:59:42.362,147210,1013,27.2,44.4
07/17/26 16:00:00.705,145970,1013,27.2,44.3
07/17/26 16:00:20.306,145760,1013,27.2,44.2
07/17/26 16:00:40.957,146380,1013,27.2,44.2
07/17/26 16:01:01.729,147410,1013,27.2,44.2
07/17/26 16:01:22.472,145970,1013,27.2,44.2
07/17/26 16:01:43.517,145970,1013,27.2,44.2
07/17/26 16:02:04.734,145180,1013,27.2,44.4
07/17/26 16:02:25.674,145760,1013,27.2,44.4
07/17/26 16:02:46.688,145760,1013,27.2,44.3
07/17/26 16:03:07.731,146370,1013,27.2,44.4
07/17/26 16:03:28.881,146170,1013,27.2,44.3
07/17/26 16:03:49.944,147410,1013,27.2,44.2
07/17/26 16:04:11.158,145960,1013,27.2,44.2
07/17/26 16:04:31.310,145570,1013,27.2,44.4
07/17/26 16:04:47.304,147000,1013,27.2,44.5
07/17/26 16:05:04.016,147200,1013,27.2,44.6
07/17/26 16:05:21.742,146580,1013,27.2,44.3
07/17/26 16:05:39.942,146580,1013,27.2,44.2
07/17/26 16:05:59.035,149060,1013,27.2,44.2
07/17/26 16:06:19.422,148240,1013,27.2,44.1
07/17/26 16:06:40.979,145960,1013,27.3,44.1
07/17/26 16:07:02.631,148240,1013,27.2,44.1
07/17/26 16:07:23.149,146580,1013,27.2,44
07/17/26 16:07:41.307,146790,1013,27.2,44.1
07/17/26 16:08:00.067,146790,1013,27.2,44.1
07/17/26 16:08:19.942,147000,1013,27.2,44.1
07/17/26 16:08:41.202,147000,1013,27.2,44.3
07/17/26 16:09:03.017,147820,1013,27.2,44.4
07/17/26 16:09:24.970,147410,1013,27.2,44.5
07/17/26 16:09:46.691,148640,1013,27.3,44.2
07/17/26 16:10:08.625,148230,1013,27.2,44.1
07/17/26 16:10:30.579,148640,1013,27.3,44
07/17/26 16:10:52.597,148020,1013,27.3,44
07/17/26 16:11:14.572,147410,1013,27.3,44
07/17/26 16:11:36.621,147000,1013,27.3,44.2
07/17/26 16:11:58.562,147200,1013,27.3,44.3
07/17/26 16:12:20.730,146780,1013,27.3,44.3
07/17/26 16:12:42.929,148640,1013,27.3,44.2
07/17/26 16:13:05.013,148440,1013,27.2,44.3
07/17/26 16:13:27.257,149670,1013,27.3,44.2
07/17/26 16:13:49.833,148020,1013,27.3,44.1
07/17/26 16:14:10.150,147200,1013,27.2,44.3
07/17/26 16:14:31.172,147820,1013,27.2,44.3
07/17/26 16:14:53.440,97110,1013,27.2,44.3
07/17/26 16:15:16.438,9380,1013,27.2,44.2
07/17/26 16:15:38.954,2330,1013,27.3,44.1
07/17/26 16:16:01.529,1150,1013,27.3,44
07/17/26 16:16:24.115,700,1013,27.2,44.1
07/17/26 16:16:46.653,410,1013,27.3,44.2
07/17/26 16:17:09.336,230,1013,27.3,44.2
07/17/26 16:17:32.048,170,1013,27.2,44.4
07/17/26 16:17:54.945,100,1013,27.3,44.2
07/17/26 16:18:17.735,30,1013,27.3,44.3
07/17/26 16:18:40.558,10,1013,27.3,44.2
07/17/26 16:19:03.356,0,1013,27.2,44.3
07/17/26 16:19:26.234,0,1013,27.3,44.2
07/17/26 16:19:49.450,0,1013,27.3,44.4
07/17/26 16:20:12.716,0,1013,27.3,44.4
07/17/26 16:20:35.801,0,1013,27.2,44.2
07/17/26 16:20:58.913,0,1013,27.3,44.1
07/17/26 16:21:22.037,0,1013,27.3,44.2
07/17/26 16:21:45.535,0,1013,27.2,44.3
07/17/26 16:22:08.824,0,1013,27.3,44.2
07/17/26 16:22:32.291,0,1013,27.3,44.2
07/17/26 16:22:55.611,0,1013,27.3,44.2
07/17/26 16:23:17.803,0,1013,27.3,44.2
07/17/26 16:23:35.332,0,1013,27.3,44.1
07/17/26 16:23:54.848,0,1013,27.3,44.1
07/17/26 16:24:15.653,0,1013,27.3,44.1
07/17/26 16:24:37.558,0,1013,27.3,44.2
07/17/26 16:25:00.971,0,1013,27.2,44.6
07/17/26 16:25:23.273,0,1013,27.2,44.6
07/17/26 16:25:44.921,90,1013,27.2,44.3
07/17/26 16:26:08.258,50,1013,27.2,44.3
07/17/26 16:26:31.968,0,1013,27.3,44.1
07/17/26 16:26:55.672,0,1013,27.2,44.3
07/17/26 16:27:19.444,0,1013,27.3,44.2
07/17/26 16:27:43.216,0,1013,27.3,44.1
07/17/26 16:28:07.236,0,1013,27.3,44.1
07/17/26 16:28:31.186,0,1013,27.3,44.1
07/17/26 16:28:55.083,0,1013,27.3,44.2
07/17/26 16:29:19.162,0,1013,27.3,44.2
07/17/26 16:29:43.277,0,1013,27.3,44.2
07/17/26 16:30:07.407,0,1013,27.3,44
07/17/26 16:30:31.483,0,1013,27.3,44.1
07/17/26 16:30:55.564,0,1013,27.3,44.1
07/17/26 16:31:19.768,0,1013,27.3,44.1
07/17/26 16:31:44.027,0,1013,27.3,44
07/17/26 16:32:08.273,0,1013,27.2,44.3
07/17/26 16:32:32.449,0,1013,27.2,44.4
07/17/26 16:32:56.727,0,1013,27.1,44.5
07/17/26 16:33:21.173,0,1013,27.2,44.6
07/17/26 16:33:45.460,0,1013,27.2,44.3
07/17/26 16:34:09.852,0,1013,27.2,44.2
07/17/26 16:34:29.972,0,1013,27.2,44.1
07/17/26 16:34:50.051,0,1013,27.2,44.1
07/17/26 16:35:11.165,0,1013,27.2,44.2
07/17/26 16:35:34.385,0,1013,27.2,44.2
07/17/26 16:35:55.082,0,1013,27.1,44.3
07/17/26 16:36:14.575,0,1013,27.2,44.3
07/17/26 16:36:34.184,160,1013,27.2,44.2
07/17/26 16:36:53.750,4380,1013,27.2,44.2
07/17/26 16:37:13.512,13570,1013,27.2,44.1
07/17/26 16:37:31.667,22400,1013,27.2,44.1
07/17/26 16:37:50.104,31000,1013,27.3,44
07/17/26 16:38:08.964,38710,1013,27.2,44.1
07/17/26 16:38:28.608,45180,1013,27.2,44.1
07/17/26 16:38:48.354,51940,1013,27.3,44.1
07/17/26 16:39:08.230,58140,1013,27.3,44
07/17/26 16:39:28.115,62790,1013,27.3,44.1
07/17/26 16:39:50.045,67880,1013,27.3,44.2
07/17/26 16:40:13.995,72060,1013,27.3,44.5
07/17/26 16:40:36.901,76270,1013,27.2,44
07/17/26 16:40:56.943,79920,1013,27.2,43.9
07/17/26 16:41:16.948,83360,1013,27.2,44.1
07/17/26 16:41:36.990,86450,1013,27.3,44
07/17/26 16:41:57.020,88040,1013,27.2,44.1
07/17/26 16:42:17.163,91140,1013,27.3,44
07/17/26 16:42:37.306,93190,1013,27.3,44.2
07/17/26 16:42:57.392,95410,1013,27.3,44.1
07/17/26 16:43:17.644,97360,1013,27.2,44.1
07/17/26 16:43:37.768,99820,1013,27.2,44.2
07/17/26 16:43:57.952,101490,1013,27.2,44.3
07/17/26 16:44:18.259,104080,1013,27.2,44.4
07/17/26 16:44:38.620,104900,1013,27.2,44.4
07/17/26 16:44:58.982,105990,1013,27.2,44.5
07/17/26 16:45:19.928,106930,1013,27.2,44.5
07/17/26 16:45:40.287,109010,1013,27.2,44.4
07/17/26 16:46:00.723,111300,1013,27.2,44.4
07/17/26 16:46:21.210,111160,1013,27.2,44.3
07/17/26 16:46:41.595,113330,1013,27.2,44.4
07/17/26 16:47:02.017,113780,1013,27.2,44.4
07/17/26 16:47:22.603,114680,1013,27.2,44.2
07/17/26 16:47:43.246,116940,1013,27.2,44.4
07/17/26 16:48:03.819,116040,1013,27.2,44.4
07/17/26 16:48:24.448,117400,1013,27.3,44.4
07/17/26 16:48:45.084,118970,1013,27.2,44.3
07/17/26 16:49:05.753,119290,1013,27.2,44.3
07/17/26 16:49:26.480,120240,1013,27.3,44.3
07/17/26 16:49:47.413,120710,1013,27.3,44.4
07/17/26 16:50:08.695,121500,1013,27.3,44.3
07/17/26 16:50:25.861,121030,1013,27.3,44.5
07/17/26 16:50:42.572,122450,1013,27.3,44.4
07/17/26 16:50:59.296,121980,1013,27.3,44.5
07/17/26 16:51:16.155,123110,1013,27.3,44.3
07/17/26 16:51:33.300,124610,1013,27.3,44.3
07/17/26 16:51:50.900,124110,1013,27.3,44.2
07/17/26 16:52:09.078,124950,1013,27.3,44.3
07/17/26 16:52:27.835,125620,1013,27.3,44.3
07/17/26 16:52:47.366,126450,1013,27.3,44.2
07/17/26 16:53:08.194,126110,1013,27.2,44.4
07/17/26 16:53:29.546,126950,1013,27.2,44.4
07/17/26 16:53:50.856,127950,1013,27.2,44.6
07/17/26 16:54:12.280,128830,1013,27.2,44.6
07/17/26 16:54:33.689,128480,1013,27.2,44.4
07/17/26 16:54:55.158,128480,1013,27.3,44.3
07/17/26 16:55:17.544,129710,1013,27.3,44.5
07/17/26 16:55:36.127,130240,1013,27.3,44.6
07/17/26 16:55:54.908,130940,1013,27.3,44.4
07/17/26 16:56:14.617,131110,1013,27.3,44.4
07/17/26 16:56:35.189,130240,1013,27.3,44.4
07/17/26 16:56:56.767,131300,1013,27.3,44.5
07/17/26 16:57:18.630,132350,1013,27.3,44.6
07/17/26 16:57:40.453,132870,1013,27.3,44.6
07/17/26 16:58:02.309,133950,1013,27.3,44.4
07/17/26 16:58:24.317,133580,1013,27.3,44.4
07/17/26 16:58:46.329,132170,1013,27.3,44.6
07/17/26 16:59:08.425,133950,1013,27.3,44.5
07/17/26 16:59:28.811,135060,1013,27.3,44.4
07/17/26 16:59:48.943,135610,1013,27.3,44.5
07/17/26 17:00:10.227,134870,1013,27.3,44.4
07/17/26 17:00:34.570,133760,1013,27.3,44.3
07/17/26 17:00:53.527,133950,1013,27.3,44.2
07/17/26 17:01:13.101,135430,1013,27.3,44.3
07/17/26 17:01:33.511,136350,1013,27.3,44.3
07/17/26 17:01:55.008,135980,1013,27.3,44.4
07/17/26 17:02:17.545,135980,1013,27.3,44.3
07/17/26 17:02:39.914,135610,1013,27.3,44.3
07/17/26 17:03:02.479,136900,1013,27.3,44.4
07/17/26 17:03:25.096,136720,1013,27.3,44.4
07/17/26 17:03:47.673,135980,1013,27.3,44.5
07/17/26 17:04:10.289,137650,1013,27.3,44.2
07/17/26 17:04:33.189,137460,1013,27.3,44.4
07/17/26 17:04:56.052,137460,1013,27.3,44.4
07/17/26 17:05:19.365,138750,1013,27.3,44.4
07/17/26 17:05:42.167,137650,1013,27.3,44.8
07/17/26 17:06:05.102,137460,1013,27.3,44.4
07/17/26 17:06:28.022,138750,1013,27.3,44.5
07/17/26 17:06:50.928,139310,1013,27.2,44.5
07/17/26 17:07:14.083,138020,1013,27.3,44.4
07/17/26 17:07:37.112,139690,1013,27.3,44.6
07/17/26 17:08:00.094,140470,1013,27.3,44.4
07/17/26 17:08:23.183,140080,1013,27.3,44.6
07/17/26 17:08:46.273,139500,1013,27.3,44.5
07/17/26 17:09:09.416,139310,1013,27.3,44.4
07/17/26 17:09:32.588,139690,1013,27.3,44.7
07/17/26 17:09:55.851,139690,1013,27.3,44.8
07/17/26 17:10:19.231,139890,1013,27.3,44.5
07/17/26 17:10:42.521,141650,1013,27.3,44.3
07/17/26 17:11:05.959,141450,1013,27.3,44.5
07/17/26 17:11:29.301,140280,1013,27.3,44.5
07/17/26 17:11:52.670,140670,1013,27.3,44.4
07/17/26 17:12:16.164,140280,1013,27.4,44.2
07/17/26 17:12:39.648,139890,1013,27.3,44.7
07/17/26 17:13:03.177,141450,1013,27.3,44.4
07/17/26 17:13:26.827,140470,1013,27.3,44.2
07/17/26 17:13:50.473,141060,1013,27.3,44.2
07/17/26 17:14:14.226,142620,1013,27.4,44.3
07/17/26 17:14:37.950,142040,1013,27.4,44
07/17/26 17:15:01.816,142620,1013,27.3,44.1
07/17/26 17:15:26.134,141450,1013,27.3,44.2
07/17/26 17:15:49.931,142040,1013,27.3,44.3
07/17/26 17:16:13.813,141840,1013,27.4,44.2
07/17/26 17:16:37.753,141650,1013,27.4,44.1
07/17/26 17:17:01.753,141840,1013,27.4,44.5
07/17/26 17:17:25.850,141840,1013,27.4,44.3
07/17/26 17:17:49.963,143210,1013,27.3,44.2
07/17/26 17:18:14.129,143410,1013,27.3,44.2
07/17/26 17:18:38.297,143410,1013,27.3,44.3
07/17/26 17:19:02.465,143410,1013,27.3,44.2
07/17/26 17:19:26.822,144970,1013,27.3,44.2
07/17/26 17:19:51.290,143410,1013,27.3,44.2
07/17/26 17:20:15.611,143800,1013,27.4,44.2
07/17/26 17:20:40.010,143210,1013,27.3,44.2
07/17/26 17:21:04.429,143600,1013,27.4,44.2
07/17/26 17:21:28.897,142230,1013,27.3,44.3
07/17/26 17:21:53.391,143210,1013,27.3,44.2
07/17/26 17:22:17.996,142820,1013,27.4,44.3
07/17/26 17:22:42.553,142810,1013,27.3,44.3
07/17/26 17:23:07.286,142820,1013,27.3,44.5
07/17/26 17:23:31.956,143210,1013,27.3,44.4
07/17/26 17:23:56.705,144190,1013,27.3,44.1
07/17/26 17:24:21.477,144380,1013,27.3,44.1
07/17/26 17:24:46.334,144960,1013,27.4,44
07/17/26 17:25:11.503,144770,1013,27.4,44.3
07/17/26 17:25:36.520,144580,1013,27.4,43.9
07/17/26 17:26:01.345,144770,1013,27.4,44
07/17/26 17:26:26.365,143600,1013,27.4,43.8
07/17/26 17:26:51.301,144970,1013,27.3,43.9
07/17/26 17:27:16.356,144190,1013,27.3,44.1
07/17/26 17:27:41.400,144770,1013,27.4,44
07/17/26 17:28:06.487,144970,1013,27.4,43.9
07/17/26 17:28:31.710,143990,1013,27.3,44.1
07/17/26 17:28:56.965,143600,1013,27.3,44.1
07/17/26 17:29:22.207,143990,1013,27.3,43.9
07/17/26 17:29:47.503,145750,1013,27.3,43.8
07/17/26 17:30:12.889,144380,1013,27.3,43.8
07/17/26 17:30:38.240,145360,1013,27.3,43.8
07/17/26 17:31:03.608,145360,1013,27.3,43.8
07/17/26 17:31:29.150,145550,1013,27.4,43.6
07/17/26 17:31:54.649,144770,1013,27.4,43.6
07/17/26 17:32:20.215,144960,1013,27.4,43.6
07/17/26 17:32:45.820,144770,1013,27.4,43.6
07/17/26 17:33:11.497,145360,1013,27.3,43.6
07/17/26 17:33:37.301,145360,1013,27.3,43.6
07/17/26 17:33:59.812,145550,1013,27.3,43.7
07/17/26 17:34:20.562,146570,1013,27.4,43.6
07/17/26 17:34:41.813,146160,1013,27.3,43.6
07/17/26 17:35:04.103,144960,1013,27.3,43.6
07/17/26 17:35:27.547,145950,1013,27.3,43.5
07/17/26 17:35:51.768,145550,1013,27.3,43.8
07/17/26 17:36:17.610,145750,1013,27.3,43.7
07/17/26 17:36:43.786,145360,1013,27.4,43.5
07/17/26 17:37:10.050,146770,1013,27.3,43.6
07/17/26 17:37:36.619,146160,1013,27.3,43.6
07/17/26 17:38:03.305,145360,1013,27.3,43.6
07/17/26 17:38:29.701,146570,1013,27.4,43.5
07/17/26 17:38:56.016,146360,1013,27.4,43.3
07/17/26 17:39:22.492,146160,1013,27.4,43.5
07/17/26 17:39:48.902,145360,1013,27.4,43.5
07/17/26 17:40:15.638,145950,1013,27.4,43.4
07/17/26 17:40:42.133,146360,1013,27.4,43.4
07/17/26 17:41:08.680,146360,1013,27.4,43.4
07/17/26 17:41:35.252,146980,1013,27.4,43.5
07/17/26 17:42:02.016,146570,1013,27.3,43.5
07/17/26 17:42:25.485,145950,1013,27.3,43.5
07/17/26 17:42:46.918,146980,1013,27.4,43.5
07/17/26 17:43:10.262,147190,1013,27.3,43.4
07/17/26 17:43:34.768,146360,1013,27.4,43.3
07/17/26 17:44:01.021,146770,1013,27.3,43.4
07/17/26 17:44:29.166,146980,1013,27.3,43.3
07/17/26 17:44:56.311,146570,1013,27.3,43.5
07/17/26 17:45:23.900,146980,1013,27.4,43.4
07/17/26 17:45:50.973,146980,1013,27.3,43.3
07/17/26 17:46:18.132,147400,1013,27.4,43.4
07/17/26 17:46:45.274,146570,1013,27.4,43.3
07/17/26 17:47:12.532,147190,1013,27.4,43.4
07/17/26 17:47:39.835,146360,1013,27.4,43.2
07/17/26 17:48:07.095,148220,1013,27.4,43.3
07/17/26 17:48:34.418,147600,1013,27.4,43.7
07/17/26 17:49:01.848,146570,1013,27.4,43.2
07/17/26 17:49:29.226,146160,1013,27.3,43.2
07/17/26 17:49:56.759,146360,1013,27.3,43.1
07/17/26 17:50:21.906,147190,1013,27.3,43.2
07/17/26 17:50:43.966,146570,1013,27.3,43.5
07/17/26 17:51:06.566,147400,1013,27.4,43.3
07/17/26 17:51:29.892,146770,1013,27.4,43.4
07/17/26 17:51:54.222,147190,1013,27.4,43.2
07/17/26 17:52:19.912,147400,1013,27.4,43.2
07/17/26 17:52:47.179,148630,1013,27.3,43.2
07/17/26 17:53:15.109,148630,1013,27.3,43.3
07/17/26 17:53:42.915,147190,1013,27.3,43.4
07/17/26 17:54:10.870,148420,1013,27.3,43.4
07/17/26 17:54:38.917,148220,1013,27.3,43.2
07/17/26 17:55:06.928,148010,1013,27.3,43.4
07/17/26 17:55:35.510,148010,1013,27.3,43.4
07/17/26 17:56:03.632,147600,1013,27.3,43.5
07/17/26 17:56:31.709,147810,1013,27.3,43.4
07/17/26 17:56:59.874,147190,1013,27.3,43.4
07/17/26 17:57:28.143,148630,1013,27.3,43.2
07/17/26 17:57:56.288,147400,1013,27.4,43.1
07/17/26 17:58:24.476,146980,1013,27.4,43.2
07/17/26 17:58:52.711,148840,1013,27.4,43.2
07/17/26 17:59:22.446,147810,1013,27.4,43.2
07/17/26 17:59:49.235,148220,1013,27.3,43.2
07/17/26 18:00:15.260,147810,1013,27.4,43.2
07/17/26 18:00:45.485,148830,1013,27.4,43.2
07/17/26 18:01:22.304,149040,1013,27.4,43.1
07/17/26 18:01:46.702,148630,1013,27.4,43.3
07/17/26 18:02:12.081,149450,1013,27.3,43.2
07/17/26 18:02:38.931,148220,1013,27.3,43.2
07/17/26 18:03:07.412,147810,1013,27.4,43.4
07/17/26 18:03:36.489,148830,1013,27.3,43.3
07/17/26 18:04:05.293,149040,1013,27.3,43.2
07/17/26 18:04:34.323,148010,1013,27.4,43.3
