,sensor [Auto],,,,,,
07/17/26 14:49:46.606,0,1017,27,62.9,1007,77,23.6
07/17/26 14:49:51.607,0,1017,27,62.9,1007,77,23.6
07/17/26 14:49:56.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:01.607,0,1017,27,62.9,1007,77,23.6
07/17/26 14:50:06.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:11.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:16.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:21.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:26.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:31.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:36.606,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:41.606,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:46.600,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:51.607,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:50:56.626,0,1017,26.9,62.9,1007,77,23.6
07/17/26 14:51:01.606,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:06.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:11.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:16.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:21.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:26.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:31.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:36.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:41.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:46.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:51:51.607,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:51:56.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:01.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:06.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:11.608,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:16.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:21.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:26.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:31.608,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:36.607,0,1016,27,63,1007,77,23.6
07/17/26 14:52:41.607,0,1017,27,63,1007,77,23.6
07/17/26 14:52:46.607,0,1017,27,63,1007,77,23.6
07/17/26 14:52:51.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:52:56.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:53:01.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:53:06.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:53:11.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:53:16.607,0,1017,26.9,63,1007,77,23.6
07/17/26 14:53:21.608,0,1017,26.9,63,1007,77,23.6
07/17/26 14:53:26.608,0,1017,26.9,63,1007,77,23.6
07/17/26 14:53:31.607,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:53:36.608,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:53:41.607,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:53:46.607,0,1017,27,63.1,1007,77,23.6
07/17/26 14:53:51.608,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:53:56.608,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:54:01.607,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:54:06.608,0,1017,27,63.1,1007,77,23.6
07/17/26 14:54:11.608,0,1017,27,63.1,1007,77,23.6
07/17/26 14:54:16.608,0,1017,26.9,63.1,1007,77,23.6
07/17/26 14:54:21.608,0,1016,26.9,63.1,1007,77,23.6
07/17/26 14:54:26.608,0,1016,26.9,63.1,1007,77,23.6
07/17/26 14:54:31.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:54:36.607,0,1017,27,63.1,1007,77,23.6
07/17/26 14:54:41.608,0,1017,27,63,1007,77,23.6
07/17/26 14:54:46.608,0,1017,27,63.1,1007,77,23.6
07/17/26 14:54:51.608,0,1016,27,63,1007,77,23.6
07/17/26 14:54:56.608,0,1016,27,63,1007,77,23.6
07/17/26 14:55:01.608,0,1016,27,63,1007,77,23.6
07/17/26 14:55:06.608,0,1017,27,63,1007,77,23.6
07/17/26 14:55:11.609,0,1016,27,63,1007,77,23.6
07/17/26 14:55:16.609,0,1016,26.9,63.1,1007,77,23.7
07/17/26 14:55:21.608,0,1017,27,63.1,1007,77,23.6
07/17/26 14:55:26.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:55:31.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:55:36.608,0,1016,27,63.1,1007,77,23.7
07/17/26 14:55:41.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:55:46.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:55:51.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:55:56.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:56:01.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:56:06.609,0,1016,27,63.1,1007,77,23.6
07/17/26 14:56:11.609,0,1016,27,63.1,1007,78,23.6
07/17/26 14:56:16.609,0,1016,27,63.1,1007,77,23.6
07/17/26 14:56:21.608,0,1016,27,63.1,1007,77,23.6
07/17/26 14:56:26.609,0,1016,27,63.1,1007,77,23.7
07/17/26 14:56:31.608,0,1016,27,63.2,1007,78,23.6
07/17/26 14:56:36.608,0,1016,27,63.2,1007,78,23.7
07/17/26 14:56:41.608,0,1016,27,63.2,1007,78,23.7
07/17/26 14:56:46.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:56:51.609,0,1016,27,63.2,1007,78,23.6
07/17/26 14:56:56.609,0,1016,27,63.1,1007,77,23.7
07/17/26 14:57:01.609,0,1016,27,63.1,1007,77,23.7
07/17/26 14:57:06.609,0,1016,27,63.1,1007,77,23.7
07/17/26 14:57:11.609,0,1016,27,63.2,1007,78,23.6
07/17/26 14:57:16.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:57:21.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:57:26.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:57:31.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:57:36.610,0,1016,27,63.3,1007,78,23.7
07/17/26 14:57:41.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:57:46.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:57:51.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:57:56.609,0,1016,26.9,63.2,1007,78,23.7
07/17/26 14:58:01.610,0,1016,27,63.2,1007,78,23.7
07/17/26 14:58:06.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:58:11.610,0,1016,27,63.2,1007,78,23.7
07/17/26 14:58:16.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:58:21.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:58:26.610,0,1016,27,63.2,1007,78,23.7
07/17/26 14:58:31.610,0,1016,27,63.2,1007,78,23.7
07/17/26 14:58:36.609,0,1016,27,63.3,1007,78,23.7
07/17/26 14:58:41.610,0,1016,27,63.3,1007,78,23.7
07/17/26 14:58:46.609,0,1016,27,63.3,1007,78,23.7
07/17/26 14:58:51.610,0,1016,27,63.3,1007,78,23.7
07/17/26 14:58:56.609,0,1016,27,63.3,1007,78,23.7
07/17/26 14:59:01.610,0,1016,27,63.3,1007,78,23.7
07/17/26 14:59:06.609,0,1016,26.9,63.3,1007,78,23.7
07/17/26 14:59:11.610,0,1016,27,63.3,1007,78,23.7
07/17/26 14:59:16.610,0,1016,27,63.3,1007,77,23.7
07/17/26 14:59:21.610,0,1016,27,63.3,1006,77,23.7
07/17/26 14:59:26.609,0,1016,26.9,63.3,1007,77,23.7
07/17/26 14:59:31.609,0,1016,26.9,63.3,1007,78,23.7
07/17/26 14:59:36.610,0,1016,27,63.3,1007,78,23.7
07/17/26 14:59:41.609,0,1016,27,63.2,1007,78,23.7
07/17/26 14:59:46.609,0,1016,27,63.2,1006,77,23.7
07/17/26 14:59:51.610,0,1016,27,63.2,1006,77,23.7
07/17/26 14:59:56.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:01.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:06.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:11.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:16.610,0,1016,27,63.2,1006,77,23.7
07/17/26 15:00:21.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:26.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:31.610,0,1016,27,63.2,1006,77,23.7
07/17/26 15:00:36.611,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:41.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:46.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:51.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:00:56.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:01:01.610,0,1016,27,63.2,1006,78,23.7
07/17/26 15:01:06.611,0,1016,27,63.2,1006,78,23.7
07/17/26 15:01:11.611,0,1016,27,63.2,1006,78,23.7
07/17/26 15:01:16.611,0,1016,27,63.2,1006,77,23.7
07/17/26 15:01:21.611,0,1016,27,63.2,1006,78,23.7
07/17/26 15:01:26.611,0,1016,27,63.2,1006,78,23.7
07/17/26 15:01:31.611,0,1016,27,63.2,1006,78,23.7
07/17/26 15:01:36.611,0,1016,27,63.2,1006,77,23.7
07/17/26 15:01:41.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:01:46.610,0,1016,27,63.3,1006,78,23.7
07/17/26 15:01:51.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:01:56.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:01.610,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:06.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:11.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:16.610,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:21.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:26.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:31.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:36.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:41.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:46.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:51.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:02:56.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:03:01.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:03:06.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:03:11.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:03:16.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:03:21.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:03:26.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:03:31.611,0,1016,27,63.3,1006,77,23.7
07/17/26 15:03:36.611,0,1016,27,63.3,1006,77,23.7
07/17/26 15:03:41.611,0,1016,27,63.3,1006,77,23.7
07/17/26 15:03:46.611,0,1016,27,63.3,1006,77,23.7
07/17/26 15:03:51.611,0,1016,27,63.3,1006,77,23.7
07/17/26 15:03:56.607,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:01.602,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:06.604,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:11.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:16.606,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:21.603,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:26.611,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:31.609,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:36.605,0,1016,27,63.3,1006,78,23.7
07/17/26 15:04:41.603,0,1016,27,63.3,1006,77,23.7
07/17/26 15:04:46.606,0,1016,27,63.3,1006,77,23.7
07/17/26 15:04:51.608,0,1016,27,63.3,1006,77,23.7
07/17/26 15:04:56.606,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:01.611,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:06.611,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:11.605,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:16.611,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:21.608,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:26.603,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:31.605,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:36.611,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:41.612,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:46.611,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:51.612,0,1016,27,63.2,1006,77,23.7
07/17/26 15:05:56.610,0,1016,27,63.2,1006,77,23.7
07/17/26 15:06:01.612,0,1016,27,63.2,1006,77,23.7
07/17/26 15:06:06.612,0,1016,27,63.2,1006,77,23.7
07/17/26 15:06:11.612,0,1016,27,63.2,1006,77,23.7
07/17/26 15:06:16.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:06:21.612,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:06:26.612,0,1016,27,63.3,1006,77,23.7
07/17/26 15:06:31.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:06:36.612,0,1016,27,63.3,1006,77,23.7
07/17/26 15:06:41.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:06:46.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:06:51.612,0,1016,27,63.3,1006,77,23.7
07/17/26 15:06:56.612,0,1016,27,63.3,1006,77,23.7
07/17/26 15:07:01.612,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:07:06.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:07:11.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:07:16.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:07:21.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:07:26.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:07:31.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:07:36.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:07:41.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:07:46.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:07:51.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:07:56.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:01.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:06.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:11.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:16.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:21.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:26.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:31.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:36.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:41.614,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:46.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:08:51.611,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:08:56.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:09:01.613,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:09:06.614,0,1016,26.9,63.3,1006,77,23.7
07/17/26 15:09:11.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:16.614,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:21.614,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:26.614,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:31.613,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:36.606,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:41.605,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:46.611,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:51.609,0,1016,27,63.3,1006,77,23.7
07/17/26 15:09:56.609,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:01.604,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:06.609,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:11.610,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:16.606,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:21.604,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:26.612,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:31.604,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:36.605,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:41.613,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:46.614,0,1016,27,63.2,1006,77,23.7
07/17/26 15:10:51.606,0,1016,27,63.1,1006,77,23.7
07/17/26 15:10:56.614,0,1016,27,63.2,1006,77,23.7
07/17/26 15:11:01.613,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:06.609,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:11.605,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:16.608,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:21.613,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:26.611,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:31.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:36.609,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:41.609,0,1016,27,63,1006,77,23.7
07/17/26 15:11:46.606,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:51.614,0,1016,27,63.1,1006,77,23.7
07/17/26 15:11:56.612,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:01.605,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:06.613,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:11.605,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:16.607,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:21.612,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:26.611,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:31.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:36.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:41.614,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:46.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:51.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:12:56.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:01.614,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:06.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:11.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:16.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:21.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:26.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:13:31.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:36.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:13:41.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:13:46.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:51.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:13:56.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:01.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:06.616,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:11.616,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:16.616,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:21.616,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:26.616,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:31.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:36.615,0,1016,27,63.1,1006,77,23.7
07/17/26 15:14:41.616,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:46.615,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:51.616,0,1016,27,63.2,1006,77,23.7
07/17/26 15:14:56.617,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:01.617,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:06.617,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:11.617,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:16.617,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:21.618,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:26.618,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:31.619,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:36.618,0,1016,27,63.2,1006,77,23.7
07/17/26 15:15:40.419,0,1016,27,63.2,1006,77,23.7
07/17/26 15:16:23.457,0,1016,27,63.2,1006,77,23.7
07/17/26 15:16:28.460,0,1016,27,63.2,1006,77,23.8
07/17/26 15:16:33.460,100,1016,27,63.2,1006,77,23.8
07/17/26 15:16:38.459,0,1016,27,63.2,1006,77,23.8
07/17/26 15:16:43.460,0,1016,27,63.2,1006,77,23.7
07/17/26 15:16:48.460,0,1016,27,63.2,1006,77,23.7
07/17/26 15:16:53.459,0,1016,27,63.2,1006,77,23.8
07/17/26 15:16:58.459,0,1016,27,63.2,1006,77,23.7
07/17/26 15:17:03.460,0,1016,27.1,63.2,1006,77,23.7
07/17/26 15:17:08.460,0,1016,27,63.2,1006,77,23.7
07/17/26 15:17:13.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:17:18.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:17:23.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:17:28.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:17:33.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:17:38.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:17:43.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:17:48.460,0,1016,27.1,63.1,1006,77,23.8
07/17/26 15:17:53.460,0,1015,27.1,63.2,1006,77,23.8
07/17/26 15:17:58.460,0,1016,27.1,63.1,1006,77,23.8
07/17/26 15:18:03.461,0,1015,27.1,63.2,1006,77,23.8
07/17/26 15:18:08.461,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:18:13.461,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:18:18.460,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:18:23.460,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:18:28.460,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:18:33.460,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:18:38.461,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:18:43.461,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:18:48.460,0,1016,27.1,63.2,1006,77,23.8
07/17/26 15:18:53.460,0,1016,27.1,63.1,1006,77,23.8
07/17/26 15:18:58.460,100,1016,27.1,63.1,1006,77,23.8
07/17/26 15:19:03.461,100,1016,27.1,63.1,1006,77,23.8
07/17/26 15:19:08.461,100,1015,27.1,63.1,1006,77,23.8
07/17/26 15:19:13.460,100,1016,27.1,63.2,1006,77,23.8
07/17/26 15:19:18.461,100,1015,27.1,63.2,1006,78,23.8
07/17/26 15:19:23.461,0,1016,27.1,63.1,1006,77,23.8
07/17/26 15:19:28.461,100,1016,27.1,63.2,1006,78,23.8
07/17/26 15:19:33.461,0,1015,27.1,63.2,1006,78,23.8
07/17/26 15:19:38.461,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:19:43.461,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:19:48.461,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:19:53.460,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:19:58.461,0,1015,27.1,63.2,1006,78,23.8
07/17/26 15:20:03.460,100,1016,27.1,63.2,1006,78,23.8
07/17/26 15:20:08.461,100,1016,27.1,63.2,1006,78,23.8
07/17/26 15:20:13.461,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:20:18.461,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:20:23.461,0,1015,27.1,63.2,1006,78,23.8
07/17/26 15:20:28.461,0,1016,27.1,63.2,1006,78,23.8
07/17/26 15:20:33.461,0,1015,27.1,63.2,1006,78,23.8
07/17/26 15:20:38.461,0,1015,27.1,63.2,1006,78,23.8
07/17/26 15:20:43.461,0,1015,27.1,63.2,1006,78,23.8
07/17/26 15:20:48.461,0,1015,27.1,63.3,1006,78,23.8
07/17/26 15:20:53.461,0,1015,27.1,63.3,1006,78,23.8
07/17/26 15:20:58.461,0,1015,27.1,63.3,1006,78,23.8
07/17/26 15:21:03.462,0,1016,27.1,63.3,1006,78,23.8
07/17/26 15:21:08.462,0,1016,27.1,63.3,1006,78,23.8
07/17/26 15:21:13.461,0,1015,27.1,63.2,1006,78,23.8
07/17/26 15:21:18.462,100,1016,27.1,63.3,1006,78,23.8
07/17/26 15:21:23.461,0,1015,27.1,63.3,1006,78,23.8
07/17/26 15:21:28.461,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:21:33.462,0,1016,27.1,63.3,1006,78,23.8
07/17/26 15:21:38.462,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:21:43.461,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:21:48.462,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:21:53.462,100,1016,27.1,63.3,1006,78,23.8
07/17/26 15:21:58.462,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:22:03.462,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:22:08.462,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:22:13.462,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:22:18.461,100,1015,27.1,63.3,1006,78,23.8
07/17/26 15:22:23.462,100,1015,27.1,63.4,1006,78,23.8
07/17/26 15:22:28.462,100,1015,27.1,63.4,1006,78,23.8
07/17/26 15:22:33.462,200,1015,27.1,63.4,1006,78,23.8
07/17/26 15:22:38.462,1500,1015,27.1,63.4,1006,78,23.8
07/17/26 15:22:43.462,11900,1015,27.1,63.4,1006,78,23.8
07/17/26 15:22:48.463,30900,1015,27.1,63.4,1006,78,23.8
07/17/26 15:22:53.462,54100,1015,27.1,63.4,1006,78,23.8
07/17/26 15:22:58.462,80800,1015,27.1,63.4,1006,78,23.8
07/17/26 15:23:03.462,100600,1015,27.1,63.4,1006,78,23.8
07/17/26 15:23:08.462,114800,1015,27.1,63.3,1006,77,23.8
07/17/26 15:23:13.463,124400,1015,27.1,63.4,1006,77,23.8
07/17/26 15:23:18.462,130800,1015,27.1,63.3,1006,77,23.8
07/17/26 15:23:23.462,134900,1015,27.1,63.3,1006,77,23.8
07/17/26 15:23:28.462,138000,1015,27.1,63.3,1006,77,23.8
07/17/26 15:23:33.462,139200,1015,27.1,63.3,1006,77,23.8
07/17/26 15:23:38.462,141000,1015,27.1,63.4,1006,78,23.8
07/17/26 15:23:43.463,141700,1015,27.1,63.4,1006,78,23.8
07/17/26 15:23:48.462,142300,1015,27.1,63.4,1006,78,23.8
07/17/26 15:23:53.462,142900,1015,27.1,63.4,1006,78,23.8
07/17/26 15:23:58.463,143800,1015,27.1,63.4,1006,78,23.8
